Namespace(all_use=True, backbone='resnet18', batch_interval=10, batch_size=36, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\office_31\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=256, lr=0.001, max_epoch=160, mixup_beta=0.5, no_cuda=False, num_classes=31, num_k=4, one_step=False, optimizer='sgd', rampup_length=60, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='D', source_loader='normal', supplementary_info='solver_fixed.py, --backbone=resnet18, one_step=False', target='A', target_loader='normal', use_abs_diff=False, weight_consistency=1.0, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0/78]	Loss1:3.377192	Loss2:3.366956	Discrepancy:0.008346
Train Epoch:7 [batch_index:50/78]	Loss1:0.004897	Loss2:0.004972	Discrepancy:0.005242
Train Epoch:7 [batch_index:60/78]	Loss1:0.003926	Loss2:0.004204	Discrepancy:0.005855
Train Epoch:7 [batch_index:70/78]	Loss1:0.007339	Loss2:0.007883	Discrepancy:0.005092
Train Epoch:8 [batch_index:0/78]	Loss1:0.007112	Loss2:0.007903	Discrepancy:0.003413
Train Epoch:8 [batch_index:10/78]	Loss1:0.006264	Loss2:0.006819	Discrepancy:0.004587
Train Epoch:8 [batch_index:20/78]	Loss1:0.006398	Loss2:0.006064	Discrepancy:0.004694
Train Epoch:8 [batch_index:30/78]	Loss1:0.006848	Loss2:0.006723	Discrepancy:0.004735
Train Epoch:8 [batch_index:40/78]	Loss1:0.004525	Loss2:0.005431	Discrepancy:0.005251
Train Epoch:8 [batch_index:50/78]	Loss1:0.006656	Loss2:0.007321	Discrepancy:0.004912
Train Epoch:8 [batch_index:60/78]	Loss1:0.008734	Loss2:0.008618	Discrepancy:0.004718
Train Epoch:8 [batch_index:70/78]	Loss1:0.005913	Loss2:0.006087	Discrepancy:0.004004
Train Epoch:9 [batch_index:0/78]	Loss1:0.005096	Loss2:0.005104	Discrepancy:0.004716
Train Epoch:9 [batch_index:10/78]	Loss1:0.005859	Loss2:0.005986	Discrepancy:0.006087
Train Epoch:9 [batch_index:20/78]	Loss1:0.005382	Loss2:0.004901	Discrepancy:0.005301
Train Epoch:9 [batch_index:30/78]	Loss1:0.005278	Loss2:0.005463	Discrepancy:0.004247
Train Epoch:9 [batch_index:40/78]	Loss1:0.006267	Loss2:0.006094	Discrepancy:0.005859
Train Epoch:9 [batch_index:50/78]	Loss1:0.006681	Loss2:0.007672	Discrepancy:0.004575
Train Epoch:9 [batch_index:60/78]	Loss1:0.008655	Loss2:0.008887	Discrepancy:0.005543
Train Epoch:9 [batch_index:70/78]	Loss1:0.009946	Loss2:0.010066	Discrepancy:0.004215
Train Epoch:10 [batch_index:0/78]	Loss1:0.007773	Loss2:0.007438	Discrepancy:0.004993
Train Epoch:10 [batch_index:10/78]	Loss1:0.005599	Loss2:0.005956	Discrepancy:0.004679
Train Epoch:10 [batch_index:20/78]	Loss1:0.006028	Loss2:0.006243	Discrepancy:0.005069
Train Epoch:10 [batch_index:30/78]	Loss1:0.005159	Loss2:0.004918	Discrepancy:0.005040
Train Epoch:10 [batch_index:40/78]	Loss1:0.008347	Loss2:0.008595	Discrepancy:0.004781
Train Epoch:10 [batch_index:50/78]	Loss1:0.011605	Loss2:0.010681	Discrepancy:0.003786
Train Epoch:10 [batch_index:60/78]	Loss1:0.006205	Loss2:0.005400	Discrepancy:0.004562
Train Epoch:10 [batch_index:70/78]	Loss1:0.005307	Loss2:0.005374	Discrepancy:0.004268
Train Epoch:11 [batch_index:0/78]	Loss1:0.005645	Loss2:0.005191	Discrepancy:0.005014
Train Epoch:11 [batch_index:10/78]	Loss1:0.004374	Loss2:0.004927	Discrepancy:0.003419
Train Epoch:11 [batch_index:20/78]	Loss1:0.008027	Loss2:0.009206	Discrepancy:0.004448
Train Epoch:11 [batch_index:30/78]	Loss1:0.005640	Loss2:0.005481	Discrepancy:0.003679
Train Epoch:11 [batch_index:40/78]	Loss1:0.007217	Loss2:0.007015	Discrepancy:0.004679
Train Epoch:11 [batch_index:50/78]	Loss1:0.006582	Loss2:0.006585	Discrepancy:0.003735
Train Epoch:11 [batch_index:60/78]	Loss1:0.008181	Loss2:0.006825	Discrepancy:0.005027
Train Epoch:11 [batch_index:70/78]	Loss1:0.005743	Loss2:0.005928	Discrepancy:0.003612
Train Epoch:12 [batch_index:0/78]	Loss1:0.007420	Loss2:0.007096	Discrepancy:0.005057
Train Epoch:12 [batch_index:10/78]	Loss1:0.005133	Loss2:0.004917	Discrepancy:0.004451
Train Epoch:12 [batch_index:20/78]	Loss1:0.005502	Loss2:0.005601	Discrepancy:0.004455
Train Epoch:12 [batch_index:30/78]	Loss1:0.004850	Loss2:0.005073	Discrepancy:0.004848
Train Epoch:12 [batch_index:40/78]	Loss1:0.006345	Loss2:0.006085	Discrepancy:0.004855
Train Epoch:12 [batch_index:50/78]	Loss1:0.005082	Loss2:0.004431	Discrepancy:0.003997
Train Epoch:12 [batch_index:60/78]	Loss1:0.006170	Loss2:0.005880	Discrepancy:0.003722
Train Epoch:12 [batch_index:70/78]	Loss1:0.003837	Loss2:0.004053	Discrepancy:0.004551
Train Epoch:13 [batch_index:0/78]	Loss1:0.013267	Loss2:0.013419	Discrepancy:0.003499
Train Epoch:13 [batch_index:10/78]	Loss1:0.004086	Loss2:0.004088	Discrepancy:0.003298
Train Epoch:13 [batch_index:20/78]	Loss1:0.007078	Loss2:0.007001	Discrepancy:0.003233
Train Epoch:13 [batch_index:30/78]	Loss1:0.009823	Loss2:0.009018	Discrepancy:0.004854
Train Epoch:13 [batch_index:40/78]	Loss1:0.006093	Loss2:0.005417	Discrepancy:0.003535
Train Epoch:13 [batch_index:50/78]	Loss1:0.005361	Loss2:0.005322	Discrepancy:0.003833
Train Epoch:13 [batch_index:60/78]	Loss1:0.007273	Loss2:0.007505	Discrepancy:0.003976
Train Epoch:13 [batch_index:70/78]	Loss1:0.006216	Loss2:0.006074	Discrepancy:0.003929
Train Epoch:14 [batch_index:0/78]	Loss1:0.004394	Loss2:0.004549	Discrepancy:0.003571
Train Epoch:14 [batch_index:10/78]	Loss1:0.006007	Loss2:0.006630	Discrepancy:0.003942
Train Epoch:14 [batch_index:20/78]	Loss1:0.007871	Loss2:0.007710	Discrepancy:0.003988
Train Epoch:14 [batch_index:30/78]	Loss1:0.010900	Loss2:0.012763	Discrepancy:0.003794
Train Epoch:14 [batch_index:40/78]	Loss1:0.007716	Loss2:0.008766	Discrepancy:0.003243
Train Epoch:14 [batch_index:50/78]	Loss1:0.008774	Loss2:0.008868	Discrepancy:0.003845
Train Epoch:14 [batch_index:60/78]	Loss1:0.004714	Loss2:0.004696	Discrepancy:0.004521
Train Epoch:14 [batch_index:70/78]	Loss1:0.005654	Loss2:0.006702	Discrepancy:0.003462
Train Epoch:15 [batch_index:0/78]	Loss1:0.004969	Loss2:0.004929	Discrepancy:0.003223
Train Epoch:15 [batch_index:10/78]	Loss1:0.007566	Loss2:0.007042	Discrepancy:0.003315
Train Epoch:15 [batch_index:20/78]	Loss1:0.006626	Loss2:0.006417	Discrepancy:0.004052
Train Epoch:15 [batch_index:30/78]	Loss1:0.019154	Loss2:0.018368	Discrepancy:0.003684
Train Epoch:15 [batch_index:40/78]	Loss1:0.009111	Loss2:0.010068	Discrepancy:0.003950
Train Epoch:15 [batch_index:50/78]	Loss1:0.005063	Loss2:0.005903	Discrepancy:0.002796
Train Epoch:15 [batch_index:60/78]	Loss1:0.004942	Loss2:0.004834	Discrepancy:0.004207
Train Epoch:15 [batch_index:70/78]	Loss1:0.003960	Loss2:0.004057	Discrepancy:0.003883
Train Epoch:16 [batch_index:0/78]	Loss1:0.007200	Loss2:0.009008	Discrepancy:0.003483
Train Epoch:16 [batch_index:10/78]	Loss1:0.005028	Loss2:0.005260	Discrepancy:0.003424
Train Epoch:16 [batch_index:20/78]	Loss1:0.005387	Loss2:0.005221	Discrepancy:0.003350
Train Epoch:16 [batch_index:30/78]	Loss1:0.004087	Loss2:0.003866	Discrepancy:0.003197
Train Epoch:16 [batch_index:40/78]	Loss1:0.006019	Loss2:0.005992	Discrepancy:0.004160
Train Epoch:16 [batch_index:50/78]	Loss1:0.007576	Loss2:0.007272	Discrepancy:0.003568
Train Epoch:16 [batch_index:60/78]	Loss1:0.005078	Loss2:0.005484	Discrepancy:0.003398
Train Epoch:16 [batch_index:70/78]	Loss1:0.011083	Loss2:0.010901	Discrepancy:0.003440
Train Epoch:17 [batch_index:0/78]	Loss1:0.008688	Loss2:0.008099	Discrepancy:0.004170
Train Epoch:17 [batch_index:10/78]	Loss1:0.003773	Loss2:0.003939	Discrepancy:0.003700
Train Epoch:17 [batch_index:20/78]	Loss1:0.007067	Loss2:0.009353	Discrepancy:0.003164
Train Epoch:17 [batch_index:30/78]	Loss1:0.005775	Loss2:0.005675	Discrepancy:0.003123
Train Epoch:17 [batch_index:40/78]	Loss1:0.004670	Loss2:0.004703	Discrepancy:0.003884
Train Epoch:17 [batch_index:50/78]	Loss1:0.007160	Loss2:0.006936	Discrepancy:0.003318
Train Epoch:17 [batch_index:60/78]	Loss1:0.004115	Loss2:0.003990	Discrepancy:0.003444
Train Epoch:17 [batch_index:70/78]	Loss1:0.005372	Loss2:0.005076	Discrepancy:0.004182
Train Epoch:18 [batch_index:0/78]	Loss1:0.012408	Loss2:0.010863	Discrepancy:0.003960
Train Epoch:18 [batch_index:10/78]	Loss1:0.006678	Loss2:0.006058	Discrepancy:0.003605
Train Epoch:18 [batch_index:20/78]	Loss1:0.005575	Loss2:0.004601	Discrepancy:0.004110
Train Epoch:18 [batch_index:30/78]	Loss1:0.009373	Loss2:0.009329	Discrepancy:0.003089
Train Epoch:18 [batch_index:40/78]	Loss1:0.004280	Loss2:0.004217	Discrepancy:0.003452
Train Epoch:18 [batch_index:50/78]	Loss1:0.008788	Loss2:0.007780	Discrepancy:0.002843
Train Epoch:18 [batch_index:60/78]	Loss1:0.004989	Loss2:0.005277	Discrepancy:0.003165
Train Epoch:18 [batch_index:70/78]	Loss1:0.008053	Loss2:0.008296	Discrepancy:0.003529
Train Epoch:19 [batch_index:0/78]	Loss1:0.006337	Loss2:0.005598	Discrepancy:0.004422
Train Epoch:19 [batch_index:10/78]	Loss1:0.007061	Loss2:0.007112	Discrepancy:0.003110
Train Epoch:19 [batch_index:20/78]	Loss1:0.005367	Loss2:0.005035	Discrepancy:0.002474
Train Epoch:19 [batch_index:30/78]	Loss1:0.005576	Loss2:0.005352	Discrepancy:0.003763
Train Epoch:19 [batch_index:40/78]	Loss1:0.007886	Loss2:0.009229	Discrepancy:0.002539
Train Epoch:19 [batch_index:50/78]	Loss1:0.008151	Loss2:0.009261	Discrepancy:0.004013
Train Epoch:19 [batch_index:60/78]	Loss1:0.005239	Loss2:0.005266	Discrepancy:0.003848
Train Epoch:19 [batch_index:70/78]	Loss1:0.005578	Loss2:0.006002	Discrepancy:0.003733
Train Epoch:20 [batch_index:0/78]	Loss1:0.005523	Loss2:0.005398	Discrepancy:0.003485
Train Epoch:20 [batch_index:10/78]	Loss1:0.006141	Loss2:0.006840	Discrepancy:0.003056
Train Epoch:20 [batch_index:20/78]	Loss1:0.005202	Loss2:0.005081	Discrepancy:0.003473
Train Epoch:20 [batch_index:30/78]	Loss1:0.006460	Loss2:0.007057	Discrepancy:0.003489
Train Epoch:20 [batch_index:40/78]	Loss1:0.005715	Loss2:0.005473	Discrepancy:0.003187
Train Epoch:20 [batch_index:50/78]	Loss1:0.005631	Loss2:0.005419	Discrepancy:0.003462
Train Epoch:20 [batch_index:60/78]	Loss1:0.006452	Loss2:0.005727	Discrepancy:0.003222
Train Epoch:20 [batch_index:70/78]	Loss1:0.008097	Loss2:0.007007	Discrepancy:0.004006
Train Epoch:21 [batch_index:0/78]	Loss1:0.008837	Loss2:0.009003	Discrepancy:0.004575
Train Epoch:21 [batch_index:10/78]	Loss1:0.008314	Loss2:0.008042	Discrepancy:0.002659
Train Epoch:21 [batch_index:20/78]	Loss1:0.008252	Loss2:0.008665	Discrepancy:0.003409
Train Epoch:21 [batch_index:30/78]	Loss1:0.008334	Loss2:0.008797	Discrepancy:0.004099
Train Epoch:21 [batch_index:40/78]	Loss1:0.006345	Loss2:0.005646	Discrepancy:0.003504
Train Epoch:21 [batch_index:50/78]	Loss1:0.007167	Loss2:0.007274	Discrepancy:0.002475
Train Epoch:21 [batch_index:60/78]	Loss1:0.004461	Loss2:0.004388	Discrepancy:0.003005
Train Epoch:21 [batch_index:70/78]	Loss1:0.006194	Loss2:0.006243	Discrepancy:0.003431
Train Epoch:22 [batch_index:0/78]	Loss1:0.005825	Loss2:0.006150	Discrepancy:0.002974
Train Epoch:22 [batch_index:10/78]	Loss1:0.008287	Loss2:0.009682	Discrepancy:0.002517
Train Epoch:22 [batch_index:20/78]	Loss1:0.003234	Loss2:0.003424	Discrepancy:0.003741
Train Epoch:22 [batch_index:30/78]	Loss1:0.004866	Loss2:0.005420	Discrepancy:0.003113
Train Epoch:22 [batch_index:40/78]	Loss1:0.007664	Loss2:0.008359	Discrepancy:0.004973
Train Epoch:22 [batch_index:50/78]	Loss1:0.007654	Loss2:0.008382	Discrepancy:0.002862
Train Epoch:22 [batch_index:60/78]	Loss1:0.007148	Loss2:0.007614	Discrepancy:0.003392
Train Epoch:22 [batch_index:70/78]	Loss1:0.006632	Loss2:0.006923	Discrepancy:0.002643
Train Epoch:23 [batch_index:0/78]	Loss1:0.004810	Loss2:0.004951	Discrepancy:0.003378
Train Epoch:23 [batch_index:10/78]	Loss1:0.005444	Loss2:0.004701	Discrepancy:0.002786
Train Epoch:23 [batch_index:20/78]	Loss1:0.005356	Loss2:0.005288	Discrepancy:0.003346
Train Epoch:23 [batch_index:30/78]	Loss1:0.009215	Loss2:0.009136	Discrepancy:0.004076
Train Epoch:23 [batch_index:40/78]	Loss1:0.006010	Loss2:0.006431	Discrepancy:0.003199
Train Epoch:23 [batch_index:50/78]	Loss1:0.004345	Loss2:0.004496	Discrepancy:0.003579
Train Epoch:23 [batch_index:60/78]	Loss1:0.010467	Loss2:0.009091	Discrepancy:0.002842
Train Epoch:23 [batch_index:70/78]	Loss1:0.003343	Loss2:0.003435	Discrepancy:0.003274
Train Epoch:24 [batch_index:0/78]	Loss1:0.006083	Loss2:0.005821	Discrepancy:0.003188
Train Epoch:24 [batch_index:10/78]	Loss1:0.006456	Loss2:0.006395	Discrepancy:0.003952
Train Epoch:24 [batch_index:20/78]	Loss1:0.003758	Loss2:0.004234	Discrepancy:0.002838
Train Epoch:24 [batch_index:30/78]	Loss1:0.005909	Loss2:0.005493	Discrepancy:0.003821
Train Epoch:24 [batch_index:40/78]	Loss1:0.006564	Loss2:0.006622	Discrepancy:0.003231
Train Epoch:24 [batch_index:50/78]	Loss1:0.005615	Loss2:0.005576	Discrepancy:0.002898
Train Epoch:24 [batch_index:60/78]	Loss1:0.006218	Loss2:0.005659	Discrepancy:0.002987
Train Epoch:24 [batch_index:70/78]	Loss1:0.004657	Loss2:0.004409	Discrepancy:0.003340
Train Epoch:25 [batch_index:0/78]	Loss1:0.005514	Loss2:0.006208	Discrepancy:0.002827
Train Epoch:25 [batch_index:10/78]	Loss1:0.007678	Loss2:0.007719	Discrepancy:0.002875
Train Epoch:25 [batch_index:20/78]	Loss1:0.005335	Loss2:0.004999	Discrepancy:0.002359
Train Epoch:25 [batch_index:30/78]	Loss1:0.007615	Loss2:0.007442	Discrepancy:0.004003
Train Epoch:25 [batch_index:40/78]	Loss1:0.008537	Loss2:0.007616	Discrepancy:0.003685
Train Epoch:25 [batch_index:50/78]	Loss1:0.006532	Loss2:0.006945	Discrepancy:0.003252
Train Epoch:25 [batch_index:60/78]	Loss1:0.005510	Loss2:0.005776	Discrepancy:0.003383
Train Epoch:25 [batch_index:70/78]	Loss1:0.009122	Loss2:0.008679	Discrepancy:0.003162
Train Epoch:26 [batch_index:0/78]	Loss1:0.005576	Loss2:0.005504	Discrepancy:0.002380
Train Epoch:26 [batch_index:10/78]	Loss1:0.010189	Loss2:0.008691	Discrepancy:0.003384
Train Epoch:26 [batch_index:20/78]	Loss1:0.013839	Loss2:0.014042	Discrepancy:0.002628
Train Epoch:26 [batch_index:30/78]	Loss1:0.004952	Loss2:0.004671	Discrepancy:0.003088
Train Epoch:26 [batch_index:40/78]	Loss1:0.007278	Loss2:0.006254	Discrepancy:0.003504
Train Epoch:26 [batch_index:50/78]	Loss1:0.004718	Loss2:0.004577	Discrepancy:0.002405
Train Epoch:26 [batch_index:60/78]	Loss1:0.004987	Loss2:0.005222	Discrepancy:0.003666
Train Epoch:26 [batch_index:70/78]	Loss1:0.007133	Loss2:0.009472	Discrepancy:0.002628
Train Epoch:27 [batch_index:0/78]	Loss1:0.009851	Loss2:0.009961	Discrepancy:0.002580
Train Epoch:27 [batch_index:10/78]	Loss1:0.003748	Loss2:0.003819	Discrepancy:0.002676
Train Epoch:27 [batch_index:20/78]	Loss1:0.007028	Loss2:0.007876	Discrepancy:0.003536
Train Epoch:27 [batch_index:30/78]	Loss1:0.006529	Loss2:0.007631	Discrepancy:0.002904
Train Epoch:27 [batch_index:40/78]	Loss1:0.005204	Loss2:0.005470	Discrepancy:0.002573
Train Epoch:27 [batch_index:50/78]	Loss1:0.006668	Loss2:0.006731	Discrepancy:0.002560
Train Epoch:27 [batch_index:60/78]	Loss1:0.005007	Loss2:0.005139	Discrepancy:0.003349
Train Epoch:27 [batch_index:70/78]	Loss1:0.005116	Loss2:0.005306	Discrepancy:0.003158
Train Epoch:28 [batch_index:0/78]	Loss1:0.005230	Loss2:0.005349	Discrepancy:0.003652
Train Epoch:28 [batch_index:10/78]	Loss1:0.005515	Loss2:0.006403	Discrepancy:0.002389
Train Epoch:28 [batch_index:20/78]	Loss1:0.006202	Loss2:0.006470	Discrepancy:0.002758
Train Epoch:28 [batch_index:30/78]	Loss1:0.007474	Loss2:0.007981	Discrepancy:0.002730
Train Epoch:28 [batch_index:40/78]	Loss1:0.006550	Loss2:0.005943	Discrepancy:0.003069
Train Epoch:28 [batch_index:50/78]	Loss1:0.006682	Loss2:0.006461	Discrepancy:0.003184
Train Epoch:28 [batch_index:60/78]	Loss1:0.007367	Loss2:0.007105	Discrepancy:0.002610
Train Epoch:28 [batch_index:70/78]	Loss1:0.005790	Loss2:0.006311	Discrepancy:0.002453
Train Epoch:29 [batch_index:0/78]	Loss1:0.007879	Loss2:0.007548	Discrepancy:0.003963
Train Epoch:29 [batch_index:10/78]	Loss1:0.006525	Loss2:0.006249	Discrepancy:0.002256
Train Epoch:29 [batch_index:20/78]	Loss1:0.005962	Loss2:0.005960	Discrepancy:0.003222
Train Epoch:29 [batch_index:30/78]	Loss1:0.006147	Loss2:0.007176	Discrepancy:0.002889
Train Epoch:29 [batch_index:40/78]	Loss1:0.005385	Loss2:0.005405	Discrepancy:0.003008
Train Epoch:29 [batch_index:50/78]	Loss1:0.007625	Loss2:0.007539	Discrepancy:0.002157
Train Epoch:29 [batch_index:60/78]	Loss1:0.009131	Loss2:0.008881	Discrepancy:0.003084
Train Epoch:29 [batch_index:70/78]	Loss1:0.006414	Loss2:0.007230	Discrepancy:0.002290
Train Epoch:30 [batch_index:0/78]	Loss1:0.005289	Loss2:0.005384	Discrepancy:0.002289
Train Epoch:30 [batch_index:10/78]	Loss1:0.008809	Loss2:0.008166	Discrepancy:0.002325
Train Epoch:30 [batch_index:20/78]	Loss1:0.005551	Loss2:0.005924	Discrepancy:0.002089
Train Epoch:30 [batch_index:30/78]	Loss1:0.005559	Loss2:0.005464	Discrepancy:0.002797
Train Epoch:30 [batch_index:40/78]	Loss1:0.007415	Loss2:0.008698	Discrepancy:0.002869
Train Epoch:30 [batch_index:50/78]	Loss1:0.005908	Loss2:0.005736	Discrepancy:0.003296
Train Epoch:30 [batch_index:60/78]	Loss1:0.005032	Loss2:0.005230	Discrepancy:0.003126
Train Epoch:30 [batch_index:70/78]	Loss1:0.010106	Loss2:0.011208	Discrepancy:0.004108
Train Epoch:31 [batch_index:0/78]	Loss1:0.005924	Loss2:0.006491	Discrepancy:0.002600
Train Epoch:31 [batch_index:10/78]	Loss1:0.005662	Loss2:0.005422	Discrepancy:0.002421
Train Epoch:31 [batch_index:20/78]	Loss1:0.003777	Loss2:0.003812	Discrepancy:0.002144
Train Epoch:31 [batch_index:30/78]	Loss1:0.006611	Loss2:0.006272	Discrepancy:0.003209
Train Epoch:31 [batch_index:40/78]	Loss1:0.006826	Loss2:0.006714	Discrepancy:0.002908
Train Epoch:31 [batch_index:50/78]	Loss1:0.011010	Loss2:0.011575	Discrepancy:0.002750
Train Epoch:31 [batch_index:60/78]	Loss1:0.010963	Loss2:0.010557	Discrepancy:0.002712
