Namespace(all_use=True, backbone='resnet18', batch_interval=10, batch_size=36, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\office_31\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=256, lr=0.001, max_epoch=160, mixup_beta=0.5, no_cuda=False, num_classes=31, num_k=4, one_step=False, optimizer='sgd', rampup_length=60, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='W', source_loader='normal', supplementary_info='solver_fixed.py, --backbone=resnet18, one_step=False', target='A', target_loader='normal', use_abs_diff=False, weight_consistency=1.0, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0/78]	Loss1:3.313452	Loss2:3.297894	Discrepancy:0.008840
Train Epoch:7 [batch_index:70/78]	Loss1:0.008752	Loss2:0.008356	Discrepancy:0.005315
Train Epoch:8 [batch_index:0/78]	Loss1:0.008171	Loss2:0.007523	Discrepancy:0.004880
Train Epoch:8 [batch_index:10/78]	Loss1:0.005295	Loss2:0.005090	Discrepancy:0.004326
Train Epoch:8 [batch_index:20/78]	Loss1:0.009685	Loss2:0.010219	Discrepancy:0.004590
Train Epoch:8 [batch_index:30/78]	Loss1:0.010442	Loss2:0.010813	Discrepancy:0.005683
Train Epoch:8 [batch_index:40/78]	Loss1:0.007878	Loss2:0.008969	Discrepancy:0.004813
Train Epoch:8 [batch_index:50/78]	Loss1:0.005657	Loss2:0.004929	Discrepancy:0.005321
Train Epoch:8 [batch_index:60/78]	Loss1:0.004106	Loss2:0.004182	Discrepancy:0.004005
Train Epoch:8 [batch_index:70/78]	Loss1:0.005602	Loss2:0.005534	Discrepancy:0.004592
Train Epoch:9 [batch_index:0/78]	Loss1:0.007395	Loss2:0.006825	Discrepancy:0.003645
Train Epoch:9 [batch_index:10/78]	Loss1:0.009014	Loss2:0.008921	Discrepancy:0.005593
Train Epoch:9 [batch_index:20/78]	Loss1:0.003616	Loss2:0.004024	Discrepancy:0.003786
Train Epoch:9 [batch_index:30/78]	Loss1:0.008000	Loss2:0.006837	Discrepancy:0.005403
Train Epoch:9 [batch_index:40/78]	Loss1:0.004819	Loss2:0.005659	Discrepancy:0.003925
Train Epoch:9 [batch_index:50/78]	Loss1:0.008231	Loss2:0.008133	Discrepancy:0.003792
Train Epoch:9 [batch_index:60/78]	Loss1:0.010997	Loss2:0.010794	Discrepancy:0.003379
Train Epoch:9 [batch_index:70/78]	Loss1:0.015296	Loss2:0.015238	Discrepancy:0.004175
Train Epoch:10 [batch_index:0/78]	Loss1:0.005764	Loss2:0.005915	Discrepancy:0.003089
Train Epoch:10 [batch_index:10/78]	Loss1:0.005094	Loss2:0.005440	Discrepancy:0.003685
Train Epoch:10 [batch_index:20/78]	Loss1:0.008691	Loss2:0.008324	Discrepancy:0.003743
Train Epoch:10 [batch_index:30/78]	Loss1:0.006226	Loss2:0.005976	Discrepancy:0.005272
Train Epoch:10 [batch_index:40/78]	Loss1:0.010224	Loss2:0.010783	Discrepancy:0.004425
Train Epoch:10 [batch_index:50/78]	Loss1:0.005142	Loss2:0.004750	Discrepancy:0.003981
Train Epoch:10 [batch_index:60/78]	Loss1:0.006701	Loss2:0.007100	Discrepancy:0.004570
Train Epoch:10 [batch_index:70/78]	Loss1:0.004236	Loss2:0.004327	Discrepancy:0.004749
Train Epoch:11 [batch_index:0/78]	Loss1:0.005371	Loss2:0.005076	Discrepancy:0.004415
Train Epoch:11 [batch_index:10/78]	Loss1:0.004248	Loss2:0.004751	Discrepancy:0.003520
Train Epoch:11 [batch_index:20/78]	Loss1:0.003643	Loss2:0.003607	Discrepancy:0.005471
Train Epoch:11 [batch_index:30/78]	Loss1:0.007441	Loss2:0.006814	Discrepancy:0.004484
Train Epoch:11 [batch_index:40/78]	Loss1:0.004501	Loss2:0.004438	Discrepancy:0.002762
Train Epoch:11 [batch_index:50/78]	Loss1:0.005992	Loss2:0.005598	Discrepancy:0.004561
Train Epoch:11 [batch_index:60/78]	Loss1:0.009830	Loss2:0.007622	Discrepancy:0.004000
Train Epoch:11 [batch_index:70/78]	Loss1:0.006244	Loss2:0.006873	Discrepancy:0.003625
Train Epoch:12 [batch_index:0/78]	Loss1:0.013933	Loss2:0.014782	Discrepancy:0.003375
Train Epoch:12 [batch_index:10/78]	Loss1:0.008290	Loss2:0.009686	Discrepancy:0.003728
Train Epoch:12 [batch_index:20/78]	Loss1:0.004908	Loss2:0.004721	Discrepancy:0.004376
Train Epoch:12 [batch_index:30/78]	Loss1:0.005139	Loss2:0.005515	Discrepancy:0.003490
Train Epoch:12 [batch_index:40/78]	Loss1:0.007039	Loss2:0.006237	Discrepancy:0.004710
Train Epoch:12 [batch_index:50/78]	Loss1:0.005709	Loss2:0.005750	Discrepancy:0.004334
Train Epoch:12 [batch_index:60/78]	Loss1:0.012458	Loss2:0.011413	Discrepancy:0.002704
Train Epoch:12 [batch_index:70/78]	Loss1:0.006437	Loss2:0.006839	Discrepancy:0.004517
Train Epoch:13 [batch_index:0/78]	Loss1:0.007567	Loss2:0.008011	Discrepancy:0.003405
Train Epoch:13 [batch_index:10/78]	Loss1:0.008273	Loss2:0.007661	Discrepancy:0.004591
Train Epoch:13 [batch_index:20/78]	Loss1:0.006559	Loss2:0.007742	Discrepancy:0.002826
Train Epoch:13 [batch_index:30/78]	Loss1:0.006897	Loss2:0.005937	Discrepancy:0.004468
Train Epoch:13 [batch_index:40/78]	Loss1:0.006556	Loss2:0.006263	Discrepancy:0.003691
Train Epoch:13 [batch_index:50/78]	Loss1:0.005508	Loss2:0.006516	Discrepancy:0.005197
Train Epoch:13 [batch_index:60/78]	Loss1:0.004468	Loss2:0.004316	Discrepancy:0.002956
Train Epoch:13 [batch_index:70/78]	Loss1:0.006866	Loss2:0.007008	Discrepancy:0.003505
Train Epoch:14 [batch_index:0/78]	Loss1:0.006924	Loss2:0.005891	Discrepancy:0.003922
Train Epoch:14 [batch_index:10/78]	Loss1:0.005894	Loss2:0.006270	Discrepancy:0.004852
Train Epoch:14 [batch_index:20/78]	Loss1:0.007177	Loss2:0.006368	Discrepancy:0.002767
Train Epoch:14 [batch_index:30/78]	Loss1:0.007102	Loss2:0.006686	Discrepancy:0.003884
Train Epoch:14 [batch_index:40/78]	Loss1:0.012087	Loss2:0.012769	Discrepancy:0.004164
Train Epoch:14 [batch_index:50/78]	Loss1:0.006442	Loss2:0.006209	Discrepancy:0.004299
Train Epoch:14 [batch_index:60/78]	Loss1:0.010317	Loss2:0.010176	Discrepancy:0.003983
Train Epoch:14 [batch_index:70/78]	Loss1:0.005341	Loss2:0.005514	Discrepancy:0.004912
Train Epoch:15 [batch_index:0/78]	Loss1:0.007669	Loss2:0.006772	Discrepancy:0.004840
Train Epoch:15 [batch_index:10/78]	Loss1:0.005321	Loss2:0.005626	Discrepancy:0.003950
Train Epoch:15 [batch_index:20/78]	Loss1:0.006072	Loss2:0.006682	Discrepancy:0.004173
Train Epoch:15 [batch_index:30/78]	Loss1:0.005186	Loss2:0.004756	Discrepancy:0.003484
Train Epoch:15 [batch_index:40/78]	Loss1:0.004539	Loss2:0.005045	Discrepancy:0.003811
Train Epoch:15 [batch_index:50/78]	Loss1:0.005298	Loss2:0.005208	Discrepancy:0.003325
Train Epoch:15 [batch_index:60/78]	Loss1:0.005957	Loss2:0.006076	Discrepancy:0.004350
Train Epoch:15 [batch_index:70/78]	Loss1:0.006047	Loss2:0.006098	Discrepancy:0.003673
Train Epoch:16 [batch_index:0/78]	Loss1:0.007540	Loss2:0.008285	Discrepancy:0.003994
Train Epoch:16 [batch_index:10/78]	Loss1:0.009121	Loss2:0.009171	Discrepancy:0.003500
Train Epoch:16 [batch_index:20/78]	Loss1:0.004457	Loss2:0.005468	Discrepancy:0.003746
Train Epoch:16 [batch_index:30/78]	Loss1:0.005432	Loss2:0.006052	Discrepancy:0.003105
Train Epoch:16 [batch_index:40/78]	Loss1:0.005875	Loss2:0.004975	Discrepancy:0.004431
Train Epoch:16 [batch_index:50/78]	Loss1:0.007085	Loss2:0.006355	Discrepancy:0.004468
Train Epoch:16 [batch_index:60/78]	Loss1:0.005410	Loss2:0.005737	Discrepancy:0.002580
Train Epoch:16 [batch_index:70/78]	Loss1:0.013390	Loss2:0.012195	Discrepancy:0.003093
Train Epoch:17 [batch_index:0/78]	Loss1:0.007403	Loss2:0.006465	Discrepancy:0.004410
Train Epoch:17 [batch_index:10/78]	Loss1:0.005326	Loss2:0.005419	Discrepancy:0.003497
Train Epoch:17 [batch_index:20/78]	Loss1:0.005650	Loss2:0.006135	Discrepancy:0.003815
Train Epoch:17 [batch_index:30/78]	Loss1:0.007526	Loss2:0.008421	Discrepancy:0.002616
Train Epoch:17 [batch_index:40/78]	Loss1:0.006448	Loss2:0.006065	Discrepancy:0.003596
Train Epoch:17 [batch_index:50/78]	Loss1:0.005601	Loss2:0.005280	Discrepancy:0.003116
Train Epoch:17 [batch_index:60/78]	Loss1:0.007013	Loss2:0.006984	Discrepancy:0.003867
Train Epoch:17 [batch_index:70/78]	Loss1:0.006570	Loss2:0.006640	Discrepancy:0.003064
Train Epoch:18 [batch_index:0/78]	Loss1:0.005302	Loss2:0.005977	Discrepancy:0.004132
Train Epoch:18 [batch_index:10/78]	Loss1:0.004815	Loss2:0.005292	Discrepancy:0.002640
Train Epoch:18 [batch_index:20/78]	Loss1:0.004969	Loss2:0.005403	Discrepancy:0.003198
Train Epoch:18 [batch_index:30/78]	Loss1:0.012264	Loss2:0.011197	Discrepancy:0.003386
Train Epoch:18 [batch_index:40/78]	Loss1:0.009370	Loss2:0.009463	Discrepancy:0.002975
Train Epoch:18 [batch_index:50/78]	Loss1:0.009702	Loss2:0.009877	Discrepancy:0.003976
Train Epoch:18 [batch_index:60/78]	Loss1:0.007905	Loss2:0.006309	Discrepancy:0.003327
Train Epoch:18 [batch_index:70/78]	Loss1:0.007122	Loss2:0.006972	Discrepancy:0.003025
Train Epoch:19 [batch_index:0/78]	Loss1:0.005448	Loss2:0.005501	Discrepancy:0.003537
Train Epoch:19 [batch_index:10/78]	Loss1:0.010365	Loss2:0.010444	Discrepancy:0.003263
Train Epoch:19 [batch_index:20/78]	Loss1:0.004921	Loss2:0.004709	Discrepancy:0.004375
Train Epoch:19 [batch_index:30/78]	Loss1:0.004505	Loss2:0.004315	Discrepancy:0.003440
Train Epoch:19 [batch_index:40/78]	Loss1:0.006284	Loss2:0.007126	Discrepancy:0.003829
Train Epoch:19 [batch_index:50/78]	Loss1:0.006317	Loss2:0.006016	Discrepancy:0.002237
Train Epoch:19 [batch_index:60/78]	Loss1:0.014236	Loss2:0.014052	Discrepancy:0.002668
Train Epoch:19 [batch_index:70/78]	Loss1:0.005827	Loss2:0.006567	Discrepancy:0.003865
Train Epoch:20 [batch_index:0/78]	Loss1:0.006141	Loss2:0.005567	Discrepancy:0.003671
Train Epoch:20 [batch_index:10/78]	Loss1:0.003529	Loss2:0.003963	Discrepancy:0.003321
Train Epoch:20 [batch_index:20/78]	Loss1:0.008268	Loss2:0.009776	Discrepancy:0.003819
Train Epoch:20 [batch_index:30/78]	Loss1:0.008767	Loss2:0.007642	Discrepancy:0.003065
Train Epoch:20 [batch_index:40/78]	Loss1:0.005573	Loss2:0.005532	Discrepancy:0.003897
Train Epoch:20 [batch_index:50/78]	Loss1:0.006331	Loss2:0.006772	Discrepancy:0.002898
Train Epoch:20 [batch_index:60/78]	Loss1:0.005610	Loss2:0.006112	Discrepancy:0.003591
Train Epoch:20 [batch_index:70/78]	Loss1:0.005872	Loss2:0.005918	Discrepancy:0.002956
Train Epoch:21 [batch_index:0/78]	Loss1:0.004805	Loss2:0.005334	Discrepancy:0.002792
Train Epoch:21 [batch_index:10/78]	Loss1:0.009093	Loss2:0.008365	Discrepancy:0.003940
Train Epoch:21 [batch_index:20/78]	Loss1:0.009662	Loss2:0.009025	Discrepancy:0.002517
Train Epoch:21 [batch_index:30/78]	Loss1:0.005983	Loss2:0.005843	Discrepancy:0.004185
Train Epoch:21 [batch_index:40/78]	Loss1:0.005427	Loss2:0.005234	Discrepancy:0.003129
Train Epoch:21 [batch_index:50/78]	Loss1:0.012344	Loss2:0.011636	Discrepancy:0.003438
Train Epoch:21 [batch_index:60/78]	Loss1:0.010179	Loss2:0.010566	Discrepancy:0.002765
Train Epoch:21 [batch_index:70/78]	Loss1:0.007677	Loss2:0.006851	Discrepancy:0.003419
Train Epoch:22 [batch_index:0/78]	Loss1:0.006652	Loss2:0.007649	Discrepancy:0.004139
Train Epoch:22 [batch_index:10/78]	Loss1:0.005522	Loss2:0.005850	Discrepancy:0.002918
Train Epoch:22 [batch_index:20/78]	Loss1:0.006634	Loss2:0.006928	Discrepancy:0.002550
Train Epoch:22 [batch_index:30/78]	Loss1:0.005852	Loss2:0.005194	Discrepancy:0.002759
Train Epoch:22 [batch_index:40/78]	Loss1:0.008044	Loss2:0.007214	Discrepancy:0.002558
Train Epoch:22 [batch_index:50/78]	Loss1:0.005667	Loss2:0.005288	Discrepancy:0.003136
Train Epoch:22 [batch_index:60/78]	Loss1:0.006948	Loss2:0.006831	Discrepancy:0.003399
Train Epoch:22 [batch_index:70/78]	Loss1:0.019361	Loss2:0.020406	Discrepancy:0.002950
Train Epoch:23 [batch_index:0/78]	Loss1:0.009075	Loss2:0.007321	Discrepancy:0.002565
Train Epoch:23 [batch_index:10/78]	Loss1:0.007003	Loss2:0.007461	Discrepancy:0.003027
Train Epoch:23 [batch_index:20/78]	Loss1:0.007443	Loss2:0.006762	Discrepancy:0.003047
Train Epoch:23 [batch_index:30/78]	Loss1:0.005059	Loss2:0.005809	Discrepancy:0.002977
Train Epoch:23 [batch_index:40/78]	Loss1:0.006517	Loss2:0.006428	Discrepancy:0.002641
Train Epoch:23 [batch_index:50/78]	Loss1:0.005619	Loss2:0.006042	Discrepancy:0.003601
Train Epoch:23 [batch_index:60/78]	Loss1:0.006569	Loss2:0.006784	Discrepancy:0.002811
Train Epoch:23 [batch_index:70/78]	Loss1:0.009293	Loss2:0.008275	Discrepancy:0.002650
Train Epoch:24 [batch_index:0/78]	Loss1:0.004467	Loss2:0.004544	Discrepancy:0.003000
Train Epoch:24 [batch_index:10/78]	Loss1:0.005485	Loss2:0.005499	Discrepancy:0.002384
Train Epoch:24 [batch_index:20/78]	Loss1:0.005452	Loss2:0.005247	Discrepancy:0.002656
Train Epoch:24 [batch_index:30/78]	Loss1:0.007562	Loss2:0.008777	Discrepancy:0.002869
Train Epoch:24 [batch_index:40/78]	Loss1:0.007376	Loss2:0.008974	Discrepancy:0.003155
Train Epoch:24 [batch_index:50/78]	Loss1:0.010179	Loss2:0.009181	Discrepancy:0.003672
Train Epoch:24 [batch_index:60/78]	Loss1:0.004726	Loss2:0.004947	Discrepancy:0.002651
Train Epoch:24 [batch_index:70/78]	Loss1:0.007738	Loss2:0.007703	Discrepancy:0.002558
Train Epoch:25 [batch_index:0/78]	Loss1:0.009214	Loss2:0.007522	Discrepancy:0.003586
Train Epoch:25 [batch_index:10/78]	Loss1:0.008665	Loss2:0.008248	Discrepancy:0.002544
Train Epoch:25 [batch_index:20/78]	Loss1:0.009461	Loss2:0.009321	Discrepancy:0.002492
Train Epoch:25 [batch_index:30/78]	Loss1:0.008750	Loss2:0.009412	Discrepancy:0.002587
Train Epoch:25 [batch_index:40/78]	Loss1:0.015446	Loss2:0.014189	Discrepancy:0.003388
Train Epoch:25 [batch_index:50/78]	Loss1:0.007755	Loss2:0.008037	Discrepancy:0.002965
Train Epoch:25 [batch_index:60/78]	Loss1:0.004998	Loss2:0.006561	Discrepancy:0.003578
Train Epoch:25 [batch_index:70/78]	Loss1:0.003752	Loss2:0.003894	Discrepancy:0.002693
Train Epoch:26 [batch_index:0/78]	Loss1:0.004295	Loss2:0.004535	Discrepancy:0.003392
Train Epoch:26 [batch_index:10/78]	Loss1:0.005330	Loss2:0.005006	Discrepancy:0.002899
Train Epoch:26 [batch_index:20/78]	Loss1:0.006475	Loss2:0.006546	Discrepancy:0.002588
Train Epoch:26 [batch_index:30/78]	Loss1:0.004208	Loss2:0.004236	Discrepancy:0.002709
Train Epoch:26 [batch_index:40/78]	Loss1:0.006250	Loss2:0.006425	Discrepancy:0.002910
Train Epoch:26 [batch_index:50/78]	Loss1:0.006706	Loss2:0.006842	Discrepancy:0.002998
Train Epoch:26 [batch_index:60/78]	Loss1:0.007494	Loss2:0.007695	Discrepancy:0.003226
Train Epoch:26 [batch_index:70/78]	Loss1:0.008774	Loss2:0.008481	Discrepancy:0.002138
Train Epoch:27 [batch_index:0/78]	Loss1:0.003842	Loss2:0.004485	Discrepancy:0.003641
Train Epoch:27 [batch_index:10/78]	Loss1:0.008519	Loss2:0.011025	Discrepancy:0.002903
Train Epoch:27 [batch_index:20/78]	Loss1:0.006778	Loss2:0.006800	Discrepancy:0.003203
Train Epoch:27 [batch_index:30/78]	Loss1:0.011644	Loss2:0.010437	Discrepancy:0.003408
Train Epoch:27 [batch_index:40/78]	Loss1:0.005906	Loss2:0.006256	Discrepancy:0.002394
Train Epoch:27 [batch_index:50/78]	Loss1:0.004934	Loss2:0.004920	Discrepancy:0.002956
Train Epoch:27 [batch_index:60/78]	Loss1:0.010317	Loss2:0.010304	Discrepancy:0.002645
Train Epoch:27 [batch_index:70/78]	Loss1:0.006045	Loss2:0.005992	Discrepancy:0.002953
Train Epoch:28 [batch_index:0/78]	Loss1:0.003894	Loss2:0.003759	Discrepancy:0.003196
Train Epoch:28 [batch_index:10/78]	Loss1:0.009731	Loss2:0.008386	Discrepancy:0.002627
Train Epoch:28 [batch_index:20/78]	Loss1:0.012095	Loss2:0.010073	Discrepancy:0.002674
Train Epoch:28 [batch_index:30/78]	Loss1:0.006443	Loss2:0.007089	Discrepancy:0.003891
Train Epoch:28 [batch_index:40/78]	Loss1:0.008587	Loss2:0.007969	Discrepancy:0.003116
Train Epoch:28 [batch_index:50/78]	Loss1:0.004427	Loss2:0.004013	Discrepancy:0.002917
Train Epoch:28 [batch_index:60/78]	Loss1:0.005070	Loss2:0.005482	Discrepancy:0.003083
Train Epoch:28 [batch_index:70/78]	Loss1:0.005681	Loss2:0.005600	Discrepancy:0.001853
Train Epoch:29 [batch_index:0/78]	Loss1:0.010879	Loss2:0.010057	Discrepancy:0.003255
Train Epoch:29 [batch_index:10/78]	Loss1:0.011613	Loss2:0.009820	Discrepancy:0.001922
Train Epoch:29 [batch_index:20/78]	Loss1:0.013903	Loss2:0.014316	Discrepancy:0.001983
Train Epoch:29 [batch_index:30/78]	Loss1:0.006836	Loss2:0.007591	Discrepancy:0.002139
Train Epoch:29 [batch_index:40/78]	Loss1:0.007719	Loss2:0.006144	Discrepancy:0.003616
Train Epoch:29 [batch_index:50/78]	Loss1:0.006211	Loss2:0.006200	Discrepancy:0.002847
Train Epoch:29 [batch_index:60/78]	Loss1:0.006737	Loss2:0.006761	Discrepancy:0.002791
Train Epoch:29 [batch_index:70/78]	Loss1:0.003132	Loss2:0.003421	Discrepancy:0.001591
Train Epoch:30 [batch_index:0/78]	Loss1:0.004862	Loss2:0.004461	Discrepancy:0.003049
Train Epoch:30 [batch_index:10/78]	Loss1:0.010615	Loss2:0.012476	Discrepancy:0.001849
Train Epoch:30 [batch_index:20/78]	Loss1:0.008873	Loss2:0.007773	Discrepancy:0.003263
Train Epoch:30 [batch_index:30/78]	Loss1:0.004825	Loss2:0.004256	Discrepancy:0.003346
Train Epoch:30 [batch_index:40/78]	Loss1:0.009154	Loss2:0.010283	Discrepancy:0.002068
Train Epoch:30 [batch_index:50/78]	Loss1:0.008283	Loss2:0.008331	Discrepancy:0.002804
Train Epoch:30 [batch_index:60/78]	Loss1:0.007832	Loss2:0.007532	Discrepancy:0.002598
Train Epoch:30 [batch_index:70/78]	Loss1:0.005137	Loss2:0.005509	Discrepancy:0.001994
Train Epoch:31 [batch_index:0/78]	Loss1:0.008431	Loss2:0.009347	Discrepancy:0.002238
Train Epoch:31 [batch_index:10/78]	Loss1:0.007427	Loss2:0.007088	Discrepancy:0.003529
Train Epoch:31 [batch_index:20/78]	Loss1:0.005700	Loss2:0.005788	Discrepancy:0.002730
Train Epoch:31 [batch_index:30/78]	Loss1:0.006070	Loss2:0.006122	Discrepancy:0.002099
Train Epoch:31 [batch_index:40/78]	Loss1:0.006898	Loss2:0.006781	Discrepancy:0.002477
Train Epoch:31 [batch_index:50/78]	Loss1:0.005496	Loss2:0.005923	Discrepancy:0.002096
Train Epoch:31 [batch_index:60/78]	Loss1:0.005199	Loss2:0.005053	Discrepancy:0.002691
