Namespace(all_use=False, backbone='default', batch_interval=10, batch_size=128, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\mnist_usps_not_all\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=32, lr=0.0002, max_epoch=200, mixup_beta=0.5, no_cuda=False, num_classes=10, num_k=4, one_step=False, optimizer='adam', rampup_length=10, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='mnist', source_loader='mcd', supplementary_info='solver_fixed.py, --one_step=False', target='usps', target_loader='mcd', use_abs_diff=False, weight_consistency=0.1, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0]	Loss1:2.370433	Loss2:2.374355	Discrepancy:0.055470
Train Epoch:51 [batch_index:10]	Loss1:0.093077	Loss2:0.086773	Discrepancy:0.029562
Train Epoch:52 [batch_index:0]	Loss1:0.072921	Loss2:0.091462	Discrepancy:0.028478
Train Epoch:52 [batch_index:10]	Loss1:0.054493	Loss2:0.079020	Discrepancy:0.021637
Train Epoch:53 [batch_index:0]	Loss1:0.114830	Loss2:0.065360	Discrepancy:0.028045
Train Epoch:53 [batch_index:10]	Loss1:0.052999	Loss2:0.044212	Discrepancy:0.029401
Train Epoch:54 [batch_index:0]	Loss1:0.123513	Loss2:0.098072	Discrepancy:0.031587
Train Epoch:54 [batch_index:10]	Loss1:0.092543	Loss2:0.106738	Discrepancy:0.031452
Train Epoch:55 [batch_index:0]	Loss1:0.077057	Loss2:0.077228	Discrepancy:0.024547
Train Epoch:55 [batch_index:10]	Loss1:0.063548	Loss2:0.065963	Discrepancy:0.022382
Train Epoch:56 [batch_index:0]	Loss1:0.089460	Loss2:0.041292	Discrepancy:0.023476
Train Epoch:56 [batch_index:10]	Loss1:0.101995	Loss2:0.154561	Discrepancy:0.028652
Train Epoch:57 [batch_index:0]	Loss1:0.047654	Loss2:0.061479	Discrepancy:0.030106
Train Epoch:57 [batch_index:10]	Loss1:0.116995	Loss2:0.092621	Discrepancy:0.029914
Train Epoch:58 [batch_index:0]	Loss1:0.072940	Loss2:0.077134	Discrepancy:0.028372
Train Epoch:58 [batch_index:10]	Loss1:0.085333	Loss2:0.060074	Discrepancy:0.028469
Train Epoch:59 [batch_index:0]	Loss1:0.103082	Loss2:0.050449	Discrepancy:0.023142
Train Epoch:59 [batch_index:10]	Loss1:0.093646	Loss2:0.077462	Discrepancy:0.023580
Train Epoch:60 [batch_index:0]	Loss1:0.075739	Loss2:0.113944	Discrepancy:0.023476
Train Epoch:60 [batch_index:10]	Loss1:0.066539	Loss2:0.054661	Discrepancy:0.027272
Train Epoch:61 [batch_index:0]	Loss1:0.084867	Loss2:0.100416	Discrepancy:0.033024
Train Epoch:61 [batch_index:10]	Loss1:0.061686	Loss2:0.045000	Discrepancy:0.021911
Train Epoch:62 [batch_index:0]	Loss1:0.068137	Loss2:0.124059	Discrepancy:0.023163
Train Epoch:62 [batch_index:10]	Loss1:0.048286	Loss2:0.088892	Discrepancy:0.027542
Train Epoch:63 [batch_index:0]	Loss1:0.069369	Loss2:0.047058	Discrepancy:0.022942
Train Epoch:63 [batch_index:10]	Loss1:0.063255	Loss2:0.053885	Discrepancy:0.021433
Train Epoch:64 [batch_index:0]	Loss1:0.146110	Loss2:0.057611	Discrepancy:0.025550
Train Epoch:64 [batch_index:10]	Loss1:0.051048	Loss2:0.050047	Discrepancy:0.028079
Train Epoch:65 [batch_index:0]	Loss1:0.110050	Loss2:0.058334	Discrepancy:0.028185
Train Epoch:65 [batch_index:10]	Loss1:0.093869	Loss2:0.058092	Discrepancy:0.022665
Train Epoch:66 [batch_index:0]	Loss1:0.054486	Loss2:0.051165	Discrepancy:0.018450
Train Epoch:66 [batch_index:10]	Loss1:0.060618	Loss2:0.073151	Discrepancy:0.017579
Train Epoch:67 [batch_index:0]	Loss1:0.096286	Loss2:0.083026	Discrepancy:0.023429
Train Epoch:67 [batch_index:10]	Loss1:0.059443	Loss2:0.039833	Discrepancy:0.027491
Train Epoch:68 [batch_index:0]	Loss1:0.084474	Loss2:0.063566	Discrepancy:0.021084
Train Epoch:68 [batch_index:10]	Loss1:0.070668	Loss2:0.080114	Discrepancy:0.024455
Train Epoch:69 [batch_index:0]	Loss1:0.034821	Loss2:0.043754	Discrepancy:0.024690
Train Epoch:69 [batch_index:10]	Loss1:0.053904	Loss2:0.049291	Discrepancy:0.022557
Train Epoch:70 [batch_index:0]	Loss1:0.038684	Loss2:0.038173	Discrepancy:0.024037
Train Epoch:70 [batch_index:10]	Loss1:0.065932	Loss2:0.060457	Discrepancy:0.024455
Train Epoch:71 [batch_index:0]	Loss1:0.076045	Loss2:0.053120	Discrepancy:0.020261
Train Epoch:71 [batch_index:10]	Loss1:0.047064	Loss2:0.040508	Discrepancy:0.021147
Train Epoch:72 [batch_index:0]	Loss1:0.043796	Loss2:0.045429	Discrepancy:0.028595
Train Epoch:72 [batch_index:10]	Loss1:0.058909	Loss2:0.057610	Discrepancy:0.022982
Train Epoch:73 [batch_index:0]	Loss1:0.098616	Loss2:0.048549	Discrepancy:0.030391
Train Epoch:73 [batch_index:10]	Loss1:0.048001	Loss2:0.048853	Discrepancy:0.022457
Train Epoch:74 [batch_index:0]	Loss1:0.073891	Loss2:0.061323	Discrepancy:0.020926
Train Epoch:74 [batch_index:10]	Loss1:0.062590	Loss2:0.049378	Discrepancy:0.015758
Train Epoch:75 [batch_index:0]	Loss1:0.047855	Loss2:0.050332	Discrepancy:0.018690
Train Epoch:75 [batch_index:10]	Loss1:0.053841	Loss2:0.027589	Discrepancy:0.024427
Train Epoch:76 [batch_index:0]	Loss1:0.042951	Loss2:0.032629	Discrepancy:0.017991
Train Epoch:76 [batch_index:10]	Loss1:0.047851	Loss2:0.058028	Discrepancy:0.025290
Train Epoch:77 [batch_index:0]	Loss1:0.027118	Loss2:0.044867	Discrepancy:0.024635
Train Epoch:77 [batch_index:10]	Loss1:0.025354	Loss2:0.034270	Discrepancy:0.021350
Train Epoch:78 [batch_index:0]	Loss1:0.061401	Loss2:0.037448	Discrepancy:0.020917
Train Epoch:78 [batch_index:10]	Loss1:0.084273	Loss2:0.065026	Discrepancy:0.019924
Train Epoch:79 [batch_index:0]	Loss1:0.035274	Loss2:0.052052	Discrepancy:0.022480
Train Epoch:79 [batch_index:10]	Loss1:0.026642	Loss2:0.035595	Discrepancy:0.016699
Train Epoch:80 [batch_index:0]	Loss1:0.029484	Loss2:0.025308	Discrepancy:0.027070
Train Epoch:80 [batch_index:10]	Loss1:0.038652	Loss2:0.028851	Discrepancy:0.028938
Train Epoch:81 [batch_index:0]	Loss1:0.055915	Loss2:0.031325	Discrepancy:0.026152
Train Epoch:81 [batch_index:10]	Loss1:0.040571	Loss2:0.045140	Discrepancy:0.028060
Train Epoch:82 [batch_index:0]	Loss1:0.025807	Loss2:0.057126	Discrepancy:0.024993
Train Epoch:82 [batch_index:10]	Loss1:0.046601	Loss2:0.063220	Discrepancy:0.024635
Train Epoch:83 [batch_index:0]	Loss1:0.052310	Loss2:0.019446	Discrepancy:0.017542
Train Epoch:83 [batch_index:10]	Loss1:0.045821	Loss2:0.055046	Discrepancy:0.016786
Train Epoch:84 [batch_index:0]	Loss1:0.016931	Loss2:0.031316	Discrepancy:0.022214
Train Epoch:84 [batch_index:10]	Loss1:0.043414	Loss2:0.037049	Discrepancy:0.021794
Train Epoch:85 [batch_index:0]	Loss1:0.015879	Loss2:0.020011	Discrepancy:0.027709
Train Epoch:85 [batch_index:10]	Loss1:0.027264	Loss2:0.026593	Discrepancy:0.023597
Train Epoch:86 [batch_index:0]	Loss1:0.035599	Loss2:0.050717	Discrepancy:0.024392
Train Epoch:86 [batch_index:10]	Loss1:0.043920	Loss2:0.015911	Discrepancy:0.018160
Train Epoch:87 [batch_index:0]	Loss1:0.038781	Loss2:0.024112	Discrepancy:0.023480
Train Epoch:87 [batch_index:10]	Loss1:0.040514	Loss2:0.026488	Discrepancy:0.023027
Train Epoch:88 [batch_index:0]	Loss1:0.038937	Loss2:0.059122	Discrepancy:0.021263
Train Epoch:88 [batch_index:10]	Loss1:0.041479	Loss2:0.030826	Discrepancy:0.018724
Train Epoch:89 [batch_index:0]	Loss1:0.046574	Loss2:0.027844	Discrepancy:0.018029
Train Epoch:89 [batch_index:10]	Loss1:0.049076	Loss2:0.047357	Discrepancy:0.020929
Train Epoch:90 [batch_index:0]	Loss1:0.060302	Loss2:0.034300	Discrepancy:0.020867
Train Epoch:90 [batch_index:10]	Loss1:0.027837	Loss2:0.024355	Discrepancy:0.024082
Train Epoch:91 [batch_index:0]	Loss1:0.027250	Loss2:0.032194	Discrepancy:0.026343
Train Epoch:91 [batch_index:10]	Loss1:0.038088	Loss2:0.018735	Discrepancy:0.019213
Train Epoch:92 [batch_index:0]	Loss1:0.087325	Loss2:0.045363	Discrepancy:0.019843
Train Epoch:92 [batch_index:10]	Loss1:0.023842	Loss2:0.029095	Discrepancy:0.016193
Train Epoch:93 [batch_index:0]	Loss1:0.038247	Loss2:0.031167	Discrepancy:0.021958
Train Epoch:93 [batch_index:10]	Loss1:0.041303	Loss2:0.029306	Discrepancy:0.026985
Train Epoch:94 [batch_index:0]	Loss1:0.034141	Loss2:0.021497	Discrepancy:0.020102
Train Epoch:94 [batch_index:10]	Loss1:0.035196	Loss2:0.028633	Discrepancy:0.020165
Train Epoch:95 [batch_index:0]	Loss1:0.021347	Loss2:0.030269	Discrepancy:0.019426
Train Epoch:95 [batch_index:10]	Loss1:0.018971	Loss2:0.038695	Discrepancy:0.020675
Train Epoch:96 [batch_index:0]	Loss1:0.032904	Loss2:0.028861	Discrepancy:0.023673
Train Epoch:96 [batch_index:10]	Loss1:0.041196	Loss2:0.019617	Discrepancy:0.021810
Train Epoch:97 [batch_index:0]	Loss1:0.015967	Loss2:0.037672	Discrepancy:0.023615
Train Epoch:97 [batch_index:10]	Loss1:0.027753	Loss2:0.041505	Discrepancy:0.022423
Train Epoch:98 [batch_index:0]	Loss1:0.064033	Loss2:0.049405	Discrepancy:0.015378
Train Epoch:98 [batch_index:10]	Loss1:0.037594	Loss2:0.026848	Discrepancy:0.017974
Train Epoch:99 [batch_index:0]	Loss1:0.064945	Loss2:0.042163	Discrepancy:0.017419
Train Epoch:99 [batch_index:10]	Loss1:0.025464	Loss2:0.012463	Discrepancy:0.020707
Train Epoch:100 [batch_index:0]	Loss1:0.062102	Loss2:0.026714	Discrepancy:0.018537
Train Epoch:100 [batch_index:10]	Loss1:0.013194	Loss2:0.027830	Discrepancy:0.019514
Train Epoch:101 [batch_index:0]	Loss1:0.022147	Loss2:0.019992	Discrepancy:0.017356
Train Epoch:101 [batch_index:10]	Loss1:0.063951	Loss2:0.022908	Discrepancy:0.020766
Train Epoch:102 [batch_index:0]	Loss1:0.015838	Loss2:0.031032	Discrepancy:0.023110
Train Epoch:102 [batch_index:10]	Loss1:0.027994	Loss2:0.045479	Discrepancy:0.016214
Train Epoch:103 [batch_index:0]	Loss1:0.042488	Loss2:0.028555	Discrepancy:0.021110
Train Epoch:103 [batch_index:10]	Loss1:0.036191	Loss2:0.075255	Discrepancy:0.019702
Train Epoch:104 [batch_index:0]	Loss1:0.029299	Loss2:0.022331	Discrepancy:0.019674
Train Epoch:104 [batch_index:10]	Loss1:0.060582	Loss2:0.027987	Discrepancy:0.019829
Train Epoch:105 [batch_index:0]	Loss1:0.025959	Loss2:0.038431	Discrepancy:0.018088
Train Epoch:105 [batch_index:10]	Loss1:0.050404	Loss2:0.072100	Discrepancy:0.018017
Train Epoch:106 [batch_index:0]	Loss1:0.042892	Loss2:0.035302	Discrepancy:0.022272
Train Epoch:106 [batch_index:10]	Loss1:0.052957	Loss2:0.043697	Discrepancy:0.020712
Train Epoch:107 [batch_index:0]	Loss1:0.032971	Loss2:0.006642	Discrepancy:0.016560
Train Epoch:107 [batch_index:10]	Loss1:0.037874	Loss2:0.063866	Discrepancy:0.025485
Train Epoch:108 [batch_index:0]	Loss1:0.081490	Loss2:0.019548	Discrepancy:0.027353
Train Epoch:108 [batch_index:10]	Loss1:0.023886	Loss2:0.023015	Discrepancy:0.015229
Train Epoch:109 [batch_index:0]	Loss1:0.045972	Loss2:0.034960	Discrepancy:0.016254
Train Epoch:109 [batch_index:10]	Loss1:0.020907	Loss2:0.036904	Discrepancy:0.017536
Train Epoch:110 [batch_index:0]	Loss1:0.039605	Loss2:0.023019	Discrepancy:0.016383
Train Epoch:110 [batch_index:10]	Loss1:0.025462	Loss2:0.026412	Discrepancy:0.015588
Train Epoch:111 [batch_index:0]	Loss1:0.035253	Loss2:0.026265	Discrepancy:0.019204
Train Epoch:111 [batch_index:10]	Loss1:0.022416	Loss2:0.016064	Discrepancy:0.024922
Train Epoch:112 [batch_index:0]	Loss1:0.030593	Loss2:0.029271	Discrepancy:0.012900
Train Epoch:112 [batch_index:10]	Loss1:0.020225	Loss2:0.033631	Discrepancy:0.015364
Train Epoch:113 [batch_index:0]	Loss1:0.032571	Loss2:0.037741	Discrepancy:0.019785
Train Epoch:113 [batch_index:10]	Loss1:0.022367	Loss2:0.037437	Discrepancy:0.017914
Train Epoch:114 [batch_index:0]	Loss1:0.030992	Loss2:0.012801	Discrepancy:0.014505
Train Epoch:114 [batch_index:10]	Loss1:0.016434	Loss2:0.032986	Discrepancy:0.022810
Train Epoch:115 [batch_index:0]	Loss1:0.016251	Loss2:0.023394	Discrepancy:0.019996
Train Epoch:115 [batch_index:10]	Loss1:0.030125	Loss2:0.042168	Discrepancy:0.019554
Train Epoch:116 [batch_index:0]	Loss1:0.023488	Loss2:0.023249	Discrepancy:0.012001
Train Epoch:116 [batch_index:10]	Loss1:0.015184	Loss2:0.018605	Discrepancy:0.023857
Train Epoch:117 [batch_index:0]	Loss1:0.028205	Loss2:0.015662	Discrepancy:0.015871
Train Epoch:117 [batch_index:10]	Loss1:0.022179	Loss2:0.041115	Discrepancy:0.014520
Train Epoch:118 [batch_index:0]	Loss1:0.018646	Loss2:0.047177	Discrepancy:0.018299
Train Epoch:118 [batch_index:10]	Loss1:0.024340	Loss2:0.020015	Discrepancy:0.016845
Train Epoch:119 [batch_index:0]	Loss1:0.032467	Loss2:0.020036	Discrepancy:0.019496
Train Epoch:119 [batch_index:10]	Loss1:0.027255	Loss2:0.036533	Discrepancy:0.025917
Train Epoch:120 [batch_index:0]	Loss1:0.036365	Loss2:0.030653	Discrepancy:0.016693
Train Epoch:120 [batch_index:10]	Loss1:0.030805	Loss2:0.020529	Discrepancy:0.011115
Train Epoch:121 [batch_index:0]	Loss1:0.013117	Loss2:0.028239	Discrepancy:0.020032
Train Epoch:121 [batch_index:10]	Loss1:0.027749	Loss2:0.012109	Discrepancy:0.018421
Train Epoch:122 [batch_index:0]	Loss1:0.020972	Loss2:0.024788	Discrepancy:0.015857
Train Epoch:122 [batch_index:10]	Loss1:0.023239	Loss2:0.027026	Discrepancy:0.024837
Train Epoch:123 [batch_index:0]	Loss1:0.022549	Loss2:0.036042	Discrepancy:0.022341
Train Epoch:123 [batch_index:10]	Loss1:0.033471	Loss2:0.029726	Discrepancy:0.020129
Train Epoch:124 [batch_index:0]	Loss1:0.015268	Loss2:0.012644	Discrepancy:0.021396
Train Epoch:124 [batch_index:10]	Loss1:0.030953	Loss2:0.012354	Discrepancy:0.017394
Train Epoch:125 [batch_index:0]	Loss1:0.027581	Loss2:0.016909	Discrepancy:0.020338
Train Epoch:125 [batch_index:10]	Loss1:0.024677	Loss2:0.025070	Discrepancy:0.018965
Train Epoch:126 [batch_index:0]	Loss1:0.029831	Loss2:0.024188	Discrepancy:0.016077
Train Epoch:126 [batch_index:10]	Loss1:0.030079	Loss2:0.015796	Discrepancy:0.020612
Train Epoch:127 [batch_index:0]	Loss1:0.023250	Loss2:0.017355	Discrepancy:0.015403
Train Epoch:127 [batch_index:10]	Loss1:0.025174	Loss2:0.025906	Discrepancy:0.015896
Train Epoch:128 [batch_index:0]	Loss1:0.034676	Loss2:0.029701	Discrepancy:0.021457
Train Epoch:128 [batch_index:10]	Loss1:0.018080	Loss2:0.037815	Discrepancy:0.016369
Train Epoch:129 [batch_index:0]	Loss1:0.023762	Loss2:0.014550	Discrepancy:0.024058
Train Epoch:129 [batch_index:10]	Loss1:0.038265	Loss2:0.015144	Discrepancy:0.018216
Train Epoch:130 [batch_index:0]	Loss1:0.031946	Loss2:0.027545	Discrepancy:0.021113
Train Epoch:130 [batch_index:10]	Loss1:0.012144	Loss2:0.021259	Discrepancy:0.017157
Train Epoch:131 [batch_index:0]	Loss1:0.021208	Loss2:0.017928	Discrepancy:0.014748
Train Epoch:131 [batch_index:10]	Loss1:0.015881	Loss2:0.022580	Discrepancy:0.020840
Train Epoch:132 [batch_index:0]	Loss1:0.032149	Loss2:0.017485	Discrepancy:0.015073
