Namespace(all_use=False, backbone='default', batch_interval=10, batch_size=128, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\mnist_usps_not_all\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=32, lr=0.0002, max_epoch=200, mixup_beta=0.5, no_cuda=False, num_classes=10, num_k=4, one_step=False, optimizer='adam', rampup_length=10, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='usps', source_loader='mcd', supplementary_info='solver_fixed.py, --one_step=False', target='mnist', target_loader='mcd', use_abs_diff=False, weight_consistency=0.1, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0]	Loss1:2.474734	Loss2:2.370584	Discrepancy:0.054068
Train Epoch:22 [batch_index:0]	Loss1:0.282409	Loss2:0.302843	Discrepancy:0.068579
Train Epoch:22 [batch_index:10]	Loss1:0.259535	Loss2:0.334027	Discrepancy:0.068934
Train Epoch:23 [batch_index:0]	Loss1:0.264155	Loss2:0.277633	Discrepancy:0.066661
Train Epoch:23 [batch_index:10]	Loss1:0.301397	Loss2:0.301469	Discrepancy:0.072907
Train Epoch:24 [batch_index:0]	Loss1:0.378477	Loss2:0.274409	Discrepancy:0.069638
Train Epoch:24 [batch_index:10]	Loss1:0.338473	Loss2:0.279526	Discrepancy:0.062136
Train Epoch:25 [batch_index:0]	Loss1:0.309876	Loss2:0.290118	Discrepancy:0.067713
Train Epoch:25 [batch_index:10]	Loss1:0.203333	Loss2:0.222641	Discrepancy:0.066291
Train Epoch:26 [batch_index:0]	Loss1:0.263067	Loss2:0.235845	Discrepancy:0.062729
Train Epoch:26 [batch_index:10]	Loss1:0.248730	Loss2:0.272265	Discrepancy:0.066850
Train Epoch:27 [batch_index:0]	Loss1:0.329520	Loss2:0.285612	Discrepancy:0.062033
Train Epoch:27 [batch_index:10]	Loss1:0.229082	Loss2:0.191682	Discrepancy:0.056497
Train Epoch:28 [batch_index:0]	Loss1:0.244964	Loss2:0.228657	Discrepancy:0.066164
Train Epoch:28 [batch_index:10]	Loss1:0.194482	Loss2:0.243653	Discrepancy:0.063953
Train Epoch:29 [batch_index:0]	Loss1:0.232157	Loss2:0.240468	Discrepancy:0.067410
Train Epoch:29 [batch_index:10]	Loss1:0.222937	Loss2:0.188954	Discrepancy:0.058421
Train Epoch:30 [batch_index:0]	Loss1:0.173301	Loss2:0.206355	Discrepancy:0.051454
Train Epoch:30 [batch_index:10]	Loss1:0.206195	Loss2:0.198441	Discrepancy:0.060863
Train Epoch:31 [batch_index:0]	Loss1:0.295704	Loss2:0.212233	Discrepancy:0.069363
Train Epoch:31 [batch_index:10]	Loss1:0.208784	Loss2:0.190945	Discrepancy:0.065587
Train Epoch:32 [batch_index:0]	Loss1:0.172665	Loss2:0.173776	Discrepancy:0.059464
Train Epoch:32 [batch_index:10]	Loss1:0.176685	Loss2:0.216055	Discrepancy:0.068362
Train Epoch:33 [batch_index:0]	Loss1:0.159436	Loss2:0.159938	Discrepancy:0.058009
Train Epoch:33 [batch_index:10]	Loss1:0.158565	Loss2:0.206553	Discrepancy:0.052876
Train Epoch:34 [batch_index:0]	Loss1:0.229532	Loss2:0.200449	Discrepancy:0.065815
Train Epoch:34 [batch_index:10]	Loss1:0.263883	Loss2:0.191455	Discrepancy:0.057550
Train Epoch:35 [batch_index:0]	Loss1:0.171395	Loss2:0.142185	Discrepancy:0.057640
Train Epoch:35 [batch_index:10]	Loss1:0.170545	Loss2:0.148954	Discrepancy:0.057377
Train Epoch:36 [batch_index:0]	Loss1:0.218637	Loss2:0.188708	Discrepancy:0.054617
Train Epoch:36 [batch_index:10]	Loss1:0.222489	Loss2:0.165662	Discrepancy:0.051353
Train Epoch:37 [batch_index:0]	Loss1:0.197641	Loss2:0.162309	Discrepancy:0.055628
Train Epoch:37 [batch_index:10]	Loss1:0.143197	Loss2:0.152224	Discrepancy:0.053805
Train Epoch:38 [batch_index:0]	Loss1:0.121977	Loss2:0.153168	Discrepancy:0.059311
Train Epoch:38 [batch_index:10]	Loss1:0.189044	Loss2:0.173048	Discrepancy:0.047104
Train Epoch:39 [batch_index:0]	Loss1:0.127865	Loss2:0.098181	Discrepancy:0.061462
Train Epoch:39 [batch_index:10]	Loss1:0.222623	Loss2:0.138435	Discrepancy:0.053167
Train Epoch:40 [batch_index:0]	Loss1:0.279899	Loss2:0.171701	Discrepancy:0.062363
Train Epoch:40 [batch_index:10]	Loss1:0.137555	Loss2:0.153195	Discrepancy:0.055855
Train Epoch:41 [batch_index:0]	Loss1:0.163861	Loss2:0.121145	Discrepancy:0.052955
Train Epoch:41 [batch_index:10]	Loss1:0.163082	Loss2:0.235362	Discrepancy:0.056758
Train Epoch:42 [batch_index:0]	Loss1:0.122520	Loss2:0.122389	Discrepancy:0.052785
Train Epoch:42 [batch_index:10]	Loss1:0.146818	Loss2:0.152179	Discrepancy:0.058967
Train Epoch:43 [batch_index:0]	Loss1:0.134616	Loss2:0.090697	Discrepancy:0.052105
Train Epoch:43 [batch_index:10]	Loss1:0.135200	Loss2:0.110483	Discrepancy:0.049761
Train Epoch:44 [batch_index:0]	Loss1:0.213036	Loss2:0.159242	Discrepancy:0.055983
Train Epoch:44 [batch_index:10]	Loss1:0.186982	Loss2:0.225554	Discrepancy:0.057917
Train Epoch:45 [batch_index:0]	Loss1:0.188509	Loss2:0.174024	Discrepancy:0.047570
Train Epoch:45 [batch_index:10]	Loss1:0.108871	Loss2:0.156436	Discrepancy:0.052127
Train Epoch:46 [batch_index:0]	Loss1:0.128495	Loss2:0.121540	Discrepancy:0.057644
Train Epoch:46 [batch_index:10]	Loss1:0.106727	Loss2:0.094732	Discrepancy:0.051302
Train Epoch:47 [batch_index:0]	Loss1:0.127476	Loss2:0.080442	Discrepancy:0.058926
Train Epoch:47 [batch_index:10]	Loss1:0.152879	Loss2:0.159947	Discrepancy:0.054051
Train Epoch:48 [batch_index:0]	Loss1:0.187768	Loss2:0.134121	Discrepancy:0.048270
Train Epoch:48 [batch_index:10]	Loss1:0.071469	Loss2:0.095124	Discrepancy:0.049678
Train Epoch:49 [batch_index:0]	Loss1:0.155516	Loss2:0.096904	Discrepancy:0.051368
Train Epoch:49 [batch_index:10]	Loss1:0.101351	Loss2:0.114482	Discrepancy:0.047682
Train Epoch:50 [batch_index:0]	Loss1:0.151106	Loss2:0.205639	Discrepancy:0.060026
Train Epoch:50 [batch_index:10]	Loss1:0.265688	Loss2:0.240281	Discrepancy:0.057840
Train Epoch:51 [batch_index:0]	Loss1:0.144812	Loss2:0.092632	Discrepancy:0.050369
Train Epoch:51 [batch_index:10]	Loss1:0.091253	Loss2:0.115754	Discrepancy:0.045688
Train Epoch:52 [batch_index:0]	Loss1:0.167089	Loss2:0.134744	Discrepancy:0.051847
Train Epoch:52 [batch_index:10]	Loss1:0.125167	Loss2:0.085151	Discrepancy:0.049664
Train Epoch:53 [batch_index:0]	Loss1:0.147889	Loss2:0.110324	Discrepancy:0.054340
Train Epoch:53 [batch_index:10]	Loss1:0.099699	Loss2:0.088112	Discrepancy:0.050095
Train Epoch:54 [batch_index:0]	Loss1:0.096024	Loss2:0.098028	Discrepancy:0.045572
Train Epoch:54 [batch_index:10]	Loss1:0.124428	Loss2:0.120438	Discrepancy:0.049883
Train Epoch:55 [batch_index:0]	Loss1:0.097004	Loss2:0.108940	Discrepancy:0.046800
Train Epoch:55 [batch_index:10]	Loss1:0.103298	Loss2:0.096735	Discrepancy:0.046179
Train Epoch:56 [batch_index:0]	Loss1:0.103130	Loss2:0.134844	Discrepancy:0.043060
Train Epoch:56 [batch_index:10]	Loss1:0.131103	Loss2:0.123962	Discrepancy:0.047171
Train Epoch:57 [batch_index:0]	Loss1:0.096321	Loss2:0.116083	Discrepancy:0.057554
Train Epoch:57 [batch_index:10]	Loss1:0.110103	Loss2:0.107536	Discrepancy:0.051113
Train Epoch:58 [batch_index:0]	Loss1:0.097208	Loss2:0.067261	Discrepancy:0.042561
Train Epoch:58 [batch_index:10]	Loss1:0.099865	Loss2:0.066362	Discrepancy:0.048148
Train Epoch:59 [batch_index:0]	Loss1:0.065323	Loss2:0.073560	Discrepancy:0.053910
Train Epoch:59 [batch_index:10]	Loss1:0.125043	Loss2:0.078687	Discrepancy:0.041247
Train Epoch:60 [batch_index:0]	Loss1:0.070580	Loss2:0.128700	Discrepancy:0.049556
Train Epoch:60 [batch_index:10]	Loss1:0.070049	Loss2:0.067131	Discrepancy:0.043899
Train Epoch:61 [batch_index:0]	Loss1:0.091384	Loss2:0.083792	Discrepancy:0.038703
Train Epoch:61 [batch_index:10]	Loss1:0.128344	Loss2:0.137938	Discrepancy:0.045112
Train Epoch:62 [batch_index:0]	Loss1:0.099927	Loss2:0.092603	Discrepancy:0.050521
Train Epoch:62 [batch_index:10]	Loss1:0.112895	Loss2:0.089963	Discrepancy:0.047567
Train Epoch:63 [batch_index:0]	Loss1:0.111580	Loss2:0.098496	Discrepancy:0.042762
Train Epoch:63 [batch_index:10]	Loss1:0.085299	Loss2:0.085071	Discrepancy:0.041386
Train Epoch:64 [batch_index:0]	Loss1:0.061133	Loss2:0.087210	Discrepancy:0.047529
Train Epoch:64 [batch_index:10]	Loss1:0.071727	Loss2:0.062793	Discrepancy:0.041656
Train Epoch:65 [batch_index:0]	Loss1:0.072407	Loss2:0.091127	Discrepancy:0.045188
Train Epoch:65 [batch_index:10]	Loss1:0.092017	Loss2:0.091209	Discrepancy:0.044020
Train Epoch:66 [batch_index:0]	Loss1:0.092282	Loss2:0.058847	Discrepancy:0.045132
Train Epoch:66 [batch_index:10]	Loss1:0.063316	Loss2:0.084630	Discrepancy:0.046954
Train Epoch:67 [batch_index:0]	Loss1:0.090874	Loss2:0.114445	Discrepancy:0.053968
Train Epoch:67 [batch_index:10]	Loss1:0.077948	Loss2:0.086348	Discrepancy:0.052462
Train Epoch:68 [batch_index:0]	Loss1:0.062052	Loss2:0.068609	Discrepancy:0.053506
Train Epoch:68 [batch_index:10]	Loss1:0.068782	Loss2:0.061269	Discrepancy:0.039119
Train Epoch:69 [batch_index:0]	Loss1:0.070010	Loss2:0.061579	Discrepancy:0.044195
Train Epoch:69 [batch_index:10]	Loss1:0.055006	Loss2:0.079078	Discrepancy:0.043753
Train Epoch:70 [batch_index:0]	Loss1:0.080555	Loss2:0.058933	Discrepancy:0.038922
Train Epoch:70 [batch_index:10]	Loss1:0.034934	Loss2:0.062398	Discrepancy:0.042280
Train Epoch:71 [batch_index:0]	Loss1:0.084045	Loss2:0.068425	Discrepancy:0.044264
Train Epoch:71 [batch_index:10]	Loss1:0.098316	Loss2:0.048504	Discrepancy:0.047524
Train Epoch:72 [batch_index:0]	Loss1:0.074465	Loss2:0.072057	Discrepancy:0.042914
Train Epoch:72 [batch_index:10]	Loss1:0.111644	Loss2:0.092782	Discrepancy:0.050342
Train Epoch:73 [batch_index:0]	Loss1:0.105764	Loss2:0.129916	Discrepancy:0.036937
Train Epoch:73 [batch_index:10]	Loss1:0.054074	Loss2:0.068212	Discrepancy:0.046137
Train Epoch:74 [batch_index:0]	Loss1:0.128314	Loss2:0.085692	Discrepancy:0.047925
Train Epoch:74 [batch_index:10]	Loss1:0.067356	Loss2:0.111943	Discrepancy:0.041045
Train Epoch:75 [batch_index:0]	Loss1:0.059360	Loss2:0.052946	Discrepancy:0.043777
Train Epoch:75 [batch_index:10]	Loss1:0.122981	Loss2:0.091454	Discrepancy:0.038257
Train Epoch:76 [batch_index:0]	Loss1:0.078454	Loss2:0.089699	Discrepancy:0.039187
Train Epoch:76 [batch_index:10]	Loss1:0.151702	Loss2:0.134072	Discrepancy:0.041753
Train Epoch:77 [batch_index:0]	Loss1:0.074869	Loss2:0.077470	Discrepancy:0.046132
Train Epoch:77 [batch_index:10]	Loss1:0.076508	Loss2:0.082244	Discrepancy:0.040270
Train Epoch:78 [batch_index:0]	Loss1:0.056982	Loss2:0.089586	Discrepancy:0.037115
Train Epoch:78 [batch_index:10]	Loss1:0.051659	Loss2:0.046194	Discrepancy:0.040637
Train Epoch:79 [batch_index:0]	Loss1:0.091412	Loss2:0.035264	Discrepancy:0.040185
Train Epoch:79 [batch_index:10]	Loss1:0.070761	Loss2:0.077847	Discrepancy:0.048151
Train Epoch:80 [batch_index:0]	Loss1:0.119412	Loss2:0.047416	Discrepancy:0.044654
Train Epoch:80 [batch_index:10]	Loss1:0.069169	Loss2:0.061842	Discrepancy:0.041044
Train Epoch:81 [batch_index:0]	Loss1:0.068028	Loss2:0.053548	Discrepancy:0.046846
Train Epoch:81 [batch_index:10]	Loss1:0.113201	Loss2:0.059115	Discrepancy:0.047786
Train Epoch:82 [batch_index:0]	Loss1:0.079735	Loss2:0.047708	Discrepancy:0.047854
Train Epoch:82 [batch_index:10]	Loss1:0.071444	Loss2:0.111899	Discrepancy:0.034285
Train Epoch:83 [batch_index:0]	Loss1:0.067996	Loss2:0.090487	Discrepancy:0.035551
Train Epoch:83 [batch_index:10]	Loss1:0.057504	Loss2:0.084020	Discrepancy:0.043849
Train Epoch:84 [batch_index:0]	Loss1:0.104561	Loss2:0.077359	Discrepancy:0.043705
Train Epoch:84 [batch_index:10]	Loss1:0.064108	Loss2:0.069559	Discrepancy:0.045006
Train Epoch:85 [batch_index:0]	Loss1:0.043727	Loss2:0.055459	Discrepancy:0.036681
Train Epoch:85 [batch_index:10]	Loss1:0.089689	Loss2:0.042312	Discrepancy:0.040031
Train Epoch:86 [batch_index:0]	Loss1:0.078949	Loss2:0.083661	Discrepancy:0.043500
Train Epoch:86 [batch_index:10]	Loss1:0.075502	Loss2:0.102558	Discrepancy:0.046929
Train Epoch:87 [batch_index:0]	Loss1:0.093901	Loss2:0.131950	Discrepancy:0.045298
Train Epoch:87 [batch_index:10]	Loss1:0.073586	Loss2:0.053687	Discrepancy:0.041345
Train Epoch:88 [batch_index:0]	Loss1:0.079149	Loss2:0.046869	Discrepancy:0.047420
Train Epoch:88 [batch_index:10]	Loss1:0.076386	Loss2:0.112890	Discrepancy:0.043564
Train Epoch:89 [batch_index:0]	Loss1:0.053714	Loss2:0.035725	Discrepancy:0.045290
Train Epoch:89 [batch_index:10]	Loss1:0.058607	Loss2:0.084039	Discrepancy:0.043334
Train Epoch:90 [batch_index:0]	Loss1:0.065007	Loss2:0.063793	Discrepancy:0.045835
Train Epoch:90 [batch_index:10]	Loss1:0.042346	Loss2:0.051844	Discrepancy:0.034788
Train Epoch:91 [batch_index:0]	Loss1:0.072090	Loss2:0.069513	Discrepancy:0.036111
Train Epoch:91 [batch_index:10]	Loss1:0.050620	Loss2:0.035252	Discrepancy:0.040403
Train Epoch:92 [batch_index:0]	Loss1:0.086717	Loss2:0.036138	Discrepancy:0.038612
Train Epoch:92 [batch_index:10]	Loss1:0.067173	Loss2:0.044524	Discrepancy:0.047466
Train Epoch:93 [batch_index:0]	Loss1:0.099821	Loss2:0.099239	Discrepancy:0.045010
Train Epoch:93 [batch_index:10]	Loss1:0.059632	Loss2:0.080490	Discrepancy:0.044543
Train Epoch:94 [batch_index:0]	Loss1:0.038743	Loss2:0.046912	Discrepancy:0.038089
Train Epoch:94 [batch_index:10]	Loss1:0.065559	Loss2:0.034612	Discrepancy:0.036571
Train Epoch:95 [batch_index:0]	Loss1:0.059857	Loss2:0.081284	Discrepancy:0.047670
Train Epoch:95 [batch_index:10]	Loss1:0.113244	Loss2:0.059323	Discrepancy:0.039699
Train Epoch:96 [batch_index:0]	Loss1:0.101411	Loss2:0.057859	Discrepancy:0.042591
Train Epoch:96 [batch_index:10]	Loss1:0.078875	Loss2:0.073650	Discrepancy:0.035199
Train Epoch:97 [batch_index:0]	Loss1:0.050967	Loss2:0.054414	Discrepancy:0.038221
Train Epoch:97 [batch_index:10]	Loss1:0.095147	Loss2:0.045372	Discrepancy:0.042883
Train Epoch:98 [batch_index:0]	Loss1:0.039435	Loss2:0.069776	Discrepancy:0.036987
Train Epoch:98 [batch_index:10]	Loss1:0.051760	Loss2:0.046193	Discrepancy:0.036425
Train Epoch:99 [batch_index:0]	Loss1:0.052210	Loss2:0.057077	Discrepancy:0.049236
Train Epoch:99 [batch_index:10]	Loss1:0.055943	Loss2:0.025064	Discrepancy:0.048235
Train Epoch:100 [batch_index:0]	Loss1:0.077348	Loss2:0.055680	Discrepancy:0.035313
Train Epoch:100 [batch_index:10]	Loss1:0.044028	Loss2:0.039271	Discrepancy:0.037346
Train Epoch:101 [batch_index:0]	Loss1:0.085502	Loss2:0.159827	Discrepancy:0.032134
Train Epoch:101 [batch_index:10]	Loss1:0.046211	Loss2:0.042544	Discrepancy:0.043000
Train Epoch:102 [batch_index:0]	Loss1:0.094832	Loss2:0.024768	Discrepancy:0.041814
Train Epoch:102 [batch_index:10]	Loss1:0.047241	Loss2:0.035676	Discrepancy:0.041438
Train Epoch:103 [batch_index:0]	Loss1:0.044658	Loss2:0.042170	Discrepancy:0.036845
Train Epoch:103 [batch_index:10]	Loss1:0.043392	Loss2:0.068687	Discrepancy:0.033317
Train Epoch:104 [batch_index:0]	Loss1:0.046614	Loss2:0.029617	Discrepancy:0.034181
Train Epoch:104 [batch_index:10]	Loss1:0.028594	Loss2:0.045806	Discrepancy:0.039156
Train Epoch:105 [batch_index:0]	Loss1:0.044453	Loss2:0.067161	Discrepancy:0.030714
Train Epoch:105 [batch_index:10]	Loss1:0.036573	Loss2:0.043430	Discrepancy:0.032113
Train Epoch:106 [batch_index:0]	Loss1:0.134938	Loss2:0.137290	Discrepancy:0.038971
Train Epoch:106 [batch_index:10]	Loss1:0.101908	Loss2:0.085623	Discrepancy:0.038371
Train Epoch:107 [batch_index:0]	Loss1:0.046337	Loss2:0.039684	Discrepancy:0.050000
Train Epoch:107 [batch_index:10]	Loss1:0.105115	Loss2:0.081964	Discrepancy:0.031120
Train Epoch:108 [batch_index:0]	Loss1:0.048847	Loss2:0.060370	Discrepancy:0.038380
Train Epoch:108 [batch_index:10]	Loss1:0.067212	Loss2:0.029465	Discrepancy:0.041218
Train Epoch:109 [batch_index:0]	Loss1:0.037092	Loss2:0.033973	Discrepancy:0.040504
Train Epoch:109 [batch_index:10]	Loss1:0.079630	Loss2:0.049803	Discrepancy:0.031967
Train Epoch:110 [batch_index:0]	Loss1:0.060387	Loss2:0.037801	Discrepancy:0.032799
Train Epoch:110 [batch_index:10]	Loss1:0.075805	Loss2:0.050042	Discrepancy:0.035119
Train Epoch:111 [batch_index:0]	Loss1:0.072787	Loss2:0.087566	Discrepancy:0.037589
Train Epoch:111 [batch_index:10]	Loss1:0.039507	Loss2:0.049098	Discrepancy:0.045038
Train Epoch:112 [batch_index:0]	Loss1:0.036344	Loss2:0.024379	Discrepancy:0.037665
Train Epoch:112 [batch_index:10]	Loss1:0.032174	Loss2:0.032164	Discrepancy:0.035121
Train Epoch:113 [batch_index:0]	Loss1:0.059862	Loss2:0.026413	Discrepancy:0.032299
Train Epoch:113 [batch_index:10]	Loss1:0.051693	Loss2:0.034585	Discrepancy:0.037436
Train Epoch:114 [batch_index:0]	Loss1:0.088365	Loss2:0.058198	Discrepancy:0.032756
Train Epoch:114 [batch_index:10]	Loss1:0.116017	Loss2:0.070215	Discrepancy:0.033127
Train Epoch:115 [batch_index:0]	Loss1:0.033970	Loss2:0.049717	Discrepancy:0.037196
Train Epoch:115 [batch_index:10]	Loss1:0.064009	Loss2:0.035540	Discrepancy:0.027347
Train Epoch:116 [batch_index:0]	Loss1:0.098615	Loss2:0.050660	Discrepancy:0.033109
Train Epoch:116 [batch_index:10]	Loss1:0.038511	Loss2:0.050982	Discrepancy:0.033367
Train Epoch:117 [batch_index:0]	Loss1:0.078393	Loss2:0.034194	Discrepancy:0.038121
Train Epoch:117 [batch_index:10]	Loss1:0.060922	Loss2:0.057184	Discrepancy:0.043468
Train Epoch:118 [batch_index:0]	Loss1:0.026837	Loss2:0.022914	Discrepancy:0.029776
Train Epoch:118 [batch_index:10]	Loss1:0.071120	Loss2:0.040335	Discrepancy:0.030788
Train Epoch:119 [batch_index:0]	Loss1:0.121894	Loss2:0.133031	Discrepancy:0.035444
Train Epoch:119 [batch_index:10]	Loss1:0.033359	Loss2:0.036484	Discrepancy:0.035250
Train Epoch:120 [batch_index:0]	Loss1:0.081153	Loss2:0.090186	Discrepancy:0.031459
Train Epoch:120 [batch_index:10]	Loss1:0.078931	Loss2:0.016813	Discrepancy:0.031480
Train Epoch:121 [batch_index:0]	Loss1:0.053761	Loss2:0.047203	Discrepancy:0.032676
Train Epoch:121 [batch_index:10]	Loss1:0.058690	Loss2:0.040124	Discrepancy:0.047822
Train Epoch:122 [batch_index:0]	Loss1:0.086511	Loss2:0.037628	Discrepancy:0.032032
Train Epoch:122 [batch_index:10]	Loss1:0.022865	Loss2:0.017332	Discrepancy:0.029188
Train Epoch:123 [batch_index:0]	Loss1:0.081472	Loss2:0.036006	Discrepancy:0.033030
Train Epoch:123 [batch_index:10]	Loss1:0.021600	Loss2:0.028267	Discrepancy:0.034360
Train Epoch:124 [batch_index:0]	Loss1:0.065875	Loss2:0.033765	Discrepancy:0.037615
Train Epoch:124 [batch_index:10]	Loss1:0.048392	Loss2:0.033668	Discrepancy:0.034365
Train Epoch:125 [batch_index:0]	Loss1:0.032668	Loss2:0.020390	Discrepancy:0.041181
Train Epoch:125 [batch_index:10]	Loss1:0.121091	Loss2:0.085112	Discrepancy:0.036186
Train Epoch:126 [batch_index:0]	Loss1:0.032861	Loss2:0.043431	Discrepancy:0.027631
Train Epoch:126 [batch_index:10]	Loss1:0.047501	Loss2:0.026232	Discrepancy:0.036288
Train Epoch:127 [batch_index:0]	Loss1:0.076251	Loss2:0.086153	Discrepancy:0.034719
Train Epoch:127 [batch_index:10]	Loss1:0.028993	Loss2:0.039962	Discrepancy:0.025808
Train Epoch:128 [batch_index:0]	Loss1:0.022739	Loss2:0.019157	Discrepancy:0.028467
Train Epoch:128 [batch_index:10]	Loss1:0.048291	Loss2:0.031310	Discrepancy:0.049473
Train Epoch:129 [batch_index:0]	Loss1:0.046670	Loss2:0.051672	Discrepancy:0.031455
Train Epoch:129 [batch_index:10]	Loss1:0.090438	Loss2:0.068973	Discrepancy:0.037036
Train Epoch:130 [batch_index:0]	Loss1:0.074105	Loss2:0.166248	Discrepancy:0.037969
Train Epoch:130 [batch_index:10]	Loss1:0.035575	Loss2:0.024902	Discrepancy:0.036084
Train Epoch:131 [batch_index:0]	Loss1:0.060826	Loss2:0.067432	Discrepancy:0.034695
Train Epoch:131 [batch_index:10]	Loss1:0.061634	Loss2:0.053843	Discrepancy:0.030769
Train Epoch:132 [batch_index:0]	Loss1:0.072151	Loss2:0.079534	Discrepancy:0.031179
