Namespace(all_use=True, backbone='resnet18', batch_interval=10, batch_size=36, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\office_31\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=256, lr=0.001, max_epoch=160, mixup_beta=0.5, no_cuda=False, num_classes=31, num_k=4, one_step=False, optimizer='sgd', rampup_length=60, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='W', source_loader='normal', supplementary_info='solver_fixed.py, --backbone=resnet18, use_bottleneck=True', target='D', target_loader='normal', use_abs_diff=False, weight_consistency=1.0, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0/22]	Loss1:3.356061	Loss2:3.291408	Discrepancy:0.009159	Resample Pool Num:36
Train Epoch:5 [batch_index:0/22]	Loss1:0.027668	Loss2:0.027943	Discrepancy:0.001542	Resample Pool Num:1
Train Epoch:5 [batch_index:10/22]	Loss1:0.027937	Loss2:0.028012	Discrepancy:0.001301	Resample Pool Num:1
Train Epoch:5 [batch_index:20/22]	Loss1:0.027185	Loss2:0.026968	Discrepancy:0.002171	Resample Pool Num:3
Train Epoch:6 [batch_index:0/22]	Loss1:0.019564	Loss2:0.020420	Discrepancy:0.001636	Resample Pool Num:3
Train Epoch:6 [batch_index:10/22]	Loss1:0.038935	Loss2:0.030406	Discrepancy:0.001270	Resample Pool Num:2
Train Epoch:6 [batch_index:20/22]	Loss1:0.019554	Loss2:0.018566	Discrepancy:0.001022	Resample Pool Num:0
Train Epoch:7 [batch_index:0/22]	Loss1:0.014279	Loss2:0.012868	Discrepancy:0.000918	Resample Pool Num:0
Train Epoch:7 [batch_index:10/22]	Loss1:0.023203	Loss2:0.023144	Discrepancy:0.001070	Resample Pool Num:0
Train Epoch:7 [batch_index:20/22]	Loss1:0.022386	Loss2:0.020524	Discrepancy:0.001461	Resample Pool Num:1
Train Epoch:8 [batch_index:0/22]	Loss1:0.019261	Loss2:0.020565	Discrepancy:0.001216	Resample Pool Num:1
Train Epoch:8 [batch_index:10/22]	Loss1:0.018579	Loss2:0.017568	Discrepancy:0.001695	Resample Pool Num:1
Train Epoch:8 [batch_index:20/22]	Loss1:0.015031	Loss2:0.014408	Discrepancy:0.000858	Resample Pool Num:1
Train Epoch:9 [batch_index:0/22]	Loss1:0.017848	Loss2:0.017122	Discrepancy:0.000941	Resample Pool Num:1
Train Epoch:9 [batch_index:10/22]	Loss1:0.016375	Loss2:0.015314	Discrepancy:0.001124	Resample Pool Num:0
Train Epoch:9 [batch_index:20/22]	Loss1:0.016016	Loss2:0.015080	Discrepancy:0.001274	Resample Pool Num:2
Train Epoch:10 [batch_index:0/22]	Loss1:0.012189	Loss2:0.012655	Discrepancy:0.000913	Resample Pool Num:3
Train Epoch:10 [batch_index:10/22]	Loss1:0.015557	Loss2:0.015315	Discrepancy:0.000889	Resample Pool Num:3
Train Epoch:10 [batch_index:20/22]	Loss1:0.010285	Loss2:0.011122	Discrepancy:0.000719	Resample Pool Num:1
Train Epoch:11 [batch_index:0/22]	Loss1:0.014536	Loss2:0.013314	Discrepancy:0.000679	Resample Pool Num:1
Train Epoch:11 [batch_index:10/22]	Loss1:0.012954	Loss2:0.011592	Discrepancy:0.000737	Resample Pool Num:1
Train Epoch:11 [batch_index:20/22]	Loss1:0.023782	Loss2:0.022913	Discrepancy:0.001016	Resample Pool Num:0
Train Epoch:12 [batch_index:0/22]	Loss1:0.012862	Loss2:0.010367	Discrepancy:0.000637	Resample Pool Num:0
Train Epoch:12 [batch_index:10/22]	Loss1:0.018904	Loss2:0.017605	Discrepancy:0.000608	Resample Pool Num:1
Train Epoch:12 [batch_index:20/22]	Loss1:0.012416	Loss2:0.010430	Discrepancy:0.000866	Resample Pool Num:3
Train Epoch:13 [batch_index:0/22]	Loss1:0.013161	Loss2:0.013462	Discrepancy:0.000953	Resample Pool Num:3
Train Epoch:13 [batch_index:10/22]	Loss1:0.013063	Loss2:0.011786	Discrepancy:0.000878	Resample Pool Num:2
Train Epoch:13 [batch_index:20/22]	Loss1:0.017567	Loss2:0.016978	Discrepancy:0.000491	Resample Pool Num:2
Train Epoch:14 [batch_index:0/22]	Loss1:0.006048	Loss2:0.005552	Discrepancy:0.001015	Resample Pool Num:2
Train Epoch:14 [batch_index:10/22]	Loss1:0.009591	Loss2:0.008571	Discrepancy:0.000415	Resample Pool Num:1
Train Epoch:14 [batch_index:20/22]	Loss1:0.007395	Loss2:0.007128	Discrepancy:0.001051	Resample Pool Num:1
Train Epoch:15 [batch_index:0/22]	Loss1:0.022742	Loss2:0.024684	Discrepancy:0.000897	Resample Pool Num:1
Train Epoch:15 [batch_index:10/22]	Loss1:0.010551	Loss2:0.011046	Discrepancy:0.000723	Resample Pool Num:0
Train Epoch:15 [batch_index:20/22]	Loss1:0.007979	Loss2:0.007303	Discrepancy:0.000519	Resample Pool Num:2
Train Epoch:16 [batch_index:0/22]	Loss1:0.017285	Loss2:0.015913	Discrepancy:0.000996	Resample Pool Num:2
Train Epoch:16 [batch_index:10/22]	Loss1:0.014094	Loss2:0.014286	Discrepancy:0.000547	Resample Pool Num:0
Train Epoch:16 [batch_index:20/22]	Loss1:0.010639	Loss2:0.008961	Discrepancy:0.000613	Resample Pool Num:0
Train Epoch:17 [batch_index:0/22]	Loss1:0.010119	Loss2:0.009146	Discrepancy:0.000524	Resample Pool Num:0
Train Epoch:17 [batch_index:10/22]	Loss1:0.012395	Loss2:0.011858	Discrepancy:0.000732	Resample Pool Num:0
Train Epoch:17 [batch_index:20/22]	Loss1:0.008312	Loss2:0.007735	Discrepancy:0.000632	Resample Pool Num:1
Train Epoch:18 [batch_index:0/22]	Loss1:0.007193	Loss2:0.007248	Discrepancy:0.001024	Resample Pool Num:1
Train Epoch:18 [batch_index:10/22]	Loss1:0.007643	Loss2:0.007478	Discrepancy:0.000394	Resample Pool Num:0
Train Epoch:18 [batch_index:20/22]	Loss1:0.010660	Loss2:0.010990	Discrepancy:0.000655	Resample Pool Num:0
Train Epoch:19 [batch_index:0/22]	Loss1:0.008595	Loss2:0.007634	Discrepancy:0.000547	Resample Pool Num:0
Train Epoch:19 [batch_index:10/22]	Loss1:0.005823	Loss2:0.005670	Discrepancy:0.000521	Resample Pool Num:0
Train Epoch:19 [batch_index:20/22]	Loss1:0.009417	Loss2:0.009087	Discrepancy:0.000983	Resample Pool Num:1
Train Epoch:20 [batch_index:0/22]	Loss1:0.022157	Loss2:0.021323	Discrepancy:0.000786	Resample Pool Num:1
Train Epoch:20 [batch_index:10/22]	Loss1:0.009498	Loss2:0.008582	Discrepancy:0.000765	Resample Pool Num:1
Train Epoch:20 [batch_index:20/22]	Loss1:0.018180	Loss2:0.016148	Discrepancy:0.000539	Resample Pool Num:1
Train Epoch:21 [batch_index:0/22]	Loss1:0.009738	Loss2:0.009890	Discrepancy:0.000880	Resample Pool Num:1
Train Epoch:21 [batch_index:10/22]	Loss1:0.027153	Loss2:0.022734	Discrepancy:0.000697	Resample Pool Num:2
Train Epoch:21 [batch_index:20/22]	Loss1:0.024885	Loss2:0.025299	Discrepancy:0.000932	Resample Pool Num:0
Train Epoch:22 [batch_index:0/22]	Loss1:0.012611	Loss2:0.011619	Discrepancy:0.000705	Resample Pool Num:0
Train Epoch:22 [batch_index:10/22]	Loss1:0.005538	Loss2:0.005100	Discrepancy:0.000387	Resample Pool Num:1
Train Epoch:22 [batch_index:20/22]	Loss1:0.006453	Loss2:0.006684	Discrepancy:0.000690	Resample Pool Num:0
Train Epoch:23 [batch_index:0/22]	Loss1:0.011662	Loss2:0.011576	Discrepancy:0.000766	Resample Pool Num:0
Train Epoch:23 [batch_index:10/22]	Loss1:0.009504	Loss2:0.008772	Discrepancy:0.000372	Resample Pool Num:0
Train Epoch:23 [batch_index:20/22]	Loss1:0.011425	Loss2:0.010811	Discrepancy:0.000690	Resample Pool Num:0
Train Epoch:24 [batch_index:0/22]	Loss1:0.010003	Loss2:0.010696	Discrepancy:0.001131	Resample Pool Num:0
Train Epoch:24 [batch_index:10/22]	Loss1:0.010030	Loss2:0.009874	Discrepancy:0.000773	Resample Pool Num:0
Train Epoch:24 [batch_index:20/22]	Loss1:0.006865	Loss2:0.006663	Discrepancy:0.000597	Resample Pool Num:0
Train Epoch:25 [batch_index:0/22]	Loss1:0.006204	Loss2:0.006110	Discrepancy:0.000480	Resample Pool Num:0
Train Epoch:25 [batch_index:10/22]	Loss1:0.009445	Loss2:0.010491	Discrepancy:0.000338	Resample Pool Num:0
Train Epoch:25 [batch_index:20/22]	Loss1:0.009339	Loss2:0.011744	Discrepancy:0.000730	Resample Pool Num:0
Train Epoch:26 [batch_index:0/22]	Loss1:0.009107	Loss2:0.008320	Discrepancy:0.000762	Resample Pool Num:0
Train Epoch:26 [batch_index:10/22]	Loss1:0.005815	Loss2:0.006041	Discrepancy:0.000629	Resample Pool Num:0
Train Epoch:26 [batch_index:20/22]	Loss1:0.007508	Loss2:0.007237	Discrepancy:0.000727	Resample Pool Num:1
Train Epoch:27 [batch_index:0/22]	Loss1:0.003518	Loss2:0.003666	Discrepancy:0.000430	Resample Pool Num:1
Train Epoch:27 [batch_index:10/22]	Loss1:0.008206	Loss2:0.007703	Discrepancy:0.000466	Resample Pool Num:1
Train Epoch:27 [batch_index:20/22]	Loss1:0.004664	Loss2:0.004794	Discrepancy:0.000715	Resample Pool Num:0
Train Epoch:28 [batch_index:0/22]	Loss1:0.009649	Loss2:0.008631	Discrepancy:0.000744	Resample Pool Num:0
Train Epoch:28 [batch_index:10/22]	Loss1:0.007587	Loss2:0.007754	Discrepancy:0.000376	Resample Pool Num:2
Train Epoch:28 [batch_index:20/22]	Loss1:0.016425	Loss2:0.013900	Discrepancy:0.000727	Resample Pool Num:1
Train Epoch:29 [batch_index:0/22]	Loss1:0.007718	Loss2:0.007241	Discrepancy:0.000485	Resample Pool Num:1
Train Epoch:29 [batch_index:10/22]	Loss1:0.004263	Loss2:0.004022	Discrepancy:0.000614	Resample Pool Num:0
Train Epoch:29 [batch_index:20/22]	Loss1:0.004444	Loss2:0.004728	Discrepancy:0.000456	Resample Pool Num:0
Train Epoch:30 [batch_index:0/22]	Loss1:0.010895	Loss2:0.009688	Discrepancy:0.000305	Resample Pool Num:0
Train Epoch:30 [batch_index:10/22]	Loss1:0.004633	Loss2:0.004197	Discrepancy:0.000656	Resample Pool Num:0
Train Epoch:30 [batch_index:20/22]	Loss1:0.007556	Loss2:0.006440	Discrepancy:0.000666	Resample Pool Num:0
Train Epoch:31 [batch_index:0/22]	Loss1:0.006243	Loss2:0.005245	Discrepancy:0.000802	Resample Pool Num:0
Train Epoch:31 [batch_index:10/22]	Loss1:0.003627	Loss2:0.003491	Discrepancy:0.000745	Resample Pool Num:1
Train Epoch:31 [batch_index:20/22]	Loss1:0.005360	Loss2:0.005614	Discrepancy:0.000471	Resample Pool Num:1
Train Epoch:32 [batch_index:0/22]	Loss1:0.010872	Loss2:0.010622	Discrepancy:0.000478	Resample Pool Num:1
Train Epoch:32 [batch_index:10/22]	Loss1:0.003795	Loss2:0.003399	Discrepancy:0.000589	Resample Pool Num:0
Train Epoch:32 [batch_index:20/22]	Loss1:0.006622	Loss2:0.006141	Discrepancy:0.000358	Resample Pool Num:1
Train Epoch:33 [batch_index:0/22]	Loss1:0.006957	Loss2:0.006338	Discrepancy:0.000403	Resample Pool Num:1
Train Epoch:33 [batch_index:10/22]	Loss1:0.005185	Loss2:0.005594	Discrepancy:0.000502	Resample Pool Num:1
Train Epoch:33 [batch_index:20/22]	Loss1:0.005563	Loss2:0.005445	Discrepancy:0.000586	Resample Pool Num:1
Train Epoch:34 [batch_index:0/22]	Loss1:0.009701	Loss2:0.009841	Discrepancy:0.000481	Resample Pool Num:1
Train Epoch:34 [batch_index:10/22]	Loss1:0.009784	Loss2:0.010043	Discrepancy:0.000639	Resample Pool Num:0
Train Epoch:34 [batch_index:20/22]	Loss1:0.006100	Loss2:0.006181	Discrepancy:0.000217	Resample Pool Num:1
Train Epoch:35 [batch_index:0/22]	Loss1:0.004881	Loss2:0.004632	Discrepancy:0.000572	Resample Pool Num:1
Train Epoch:35 [batch_index:10/22]	Loss1:0.006149	Loss2:0.005674	Discrepancy:0.000351	Resample Pool Num:0
Train Epoch:35 [batch_index:20/22]	Loss1:0.006389	Loss2:0.006815	Discrepancy:0.000445	Resample Pool Num:0
Train Epoch:36 [batch_index:0/22]	Loss1:0.007536	Loss2:0.007728	Discrepancy:0.000377	Resample Pool Num:0
Train Epoch:36 [batch_index:10/22]	Loss1:0.007305	Loss2:0.007160	Discrepancy:0.000564	Resample Pool Num:0
Train Epoch:36 [batch_index:20/22]	Loss1:0.009118	Loss2:0.008059	Discrepancy:0.000465	Resample Pool Num:0
Train Epoch:37 [batch_index:0/22]	Loss1:0.009063	Loss2:0.010264	Discrepancy:0.000590	Resample Pool Num:0
Train Epoch:37 [batch_index:10/22]	Loss1:0.006422	Loss2:0.005982	Discrepancy:0.000386	Resample Pool Num:0
Train Epoch:37 [batch_index:20/22]	Loss1:0.005119	Loss2:0.005002	Discrepancy:0.000283	Resample Pool Num:0
Train Epoch:38 [batch_index:0/22]	Loss1:0.006190	Loss2:0.006214	Discrepancy:0.000424	Resample Pool Num:0
Train Epoch:38 [batch_index:10/22]	Loss1:0.006323	Loss2:0.005687	Discrepancy:0.000361	Resample Pool Num:1
Train Epoch:38 [batch_index:20/22]	Loss1:0.004241	Loss2:0.004223	Discrepancy:0.000313	Resample Pool Num:0
Train Epoch:39 [batch_index:0/22]	Loss1:0.005969	Loss2:0.006086	Discrepancy:0.000866	Resample Pool Num:1
Train Epoch:39 [batch_index:10/22]	Loss1:0.006370	Loss2:0.005819	Discrepancy:0.000335	Resample Pool Num:1
Train Epoch:39 [batch_index:20/22]	Loss1:0.003905	Loss2:0.004065	Discrepancy:0.000291	Resample Pool Num:1
Train Epoch:40 [batch_index:0/22]	Loss1:0.004922	Loss2:0.005028	Discrepancy:0.000789	Resample Pool Num:1
Train Epoch:40 [batch_index:10/22]	Loss1:0.005170	Loss2:0.006617	Discrepancy:0.000214	Resample Pool Num:1
Train Epoch:40 [batch_index:20/22]	Loss1:0.007067	Loss2:0.006586	Discrepancy:0.000742	Resample Pool Num:1
Train Epoch:41 [batch_index:0/22]	Loss1:0.003604	Loss2:0.003608	Discrepancy:0.000724	Resample Pool Num:1
Train Epoch:41 [batch_index:10/22]	Loss1:0.006618	Loss2:0.006712	Discrepancy:0.000331	Resample Pool Num:0
Train Epoch:41 [batch_index:20/22]	Loss1:0.009090	Loss2:0.009660	Discrepancy:0.000439	Resample Pool Num:0
Train Epoch:42 [batch_index:0/22]	Loss1:0.005100	Loss2:0.005199	Discrepancy:0.000362	Resample Pool Num:0
Train Epoch:42 [batch_index:10/22]	Loss1:0.004757	Loss2:0.004648	Discrepancy:0.000455	Resample Pool Num:0
Train Epoch:42 [batch_index:20/22]	Loss1:0.006299	Loss2:0.006140	Discrepancy:0.000376	Resample Pool Num:2
Train Epoch:43 [batch_index:0/22]	Loss1:0.005489	Loss2:0.005516	Discrepancy:0.000306	Resample Pool Num:2
Train Epoch:43 [batch_index:10/22]	Loss1:0.006646	Loss2:0.005958	Discrepancy:0.000165	Resample Pool Num:1
Train Epoch:43 [batch_index:20/22]	Loss1:0.005140	Loss2:0.004976	Discrepancy:0.000781	Resample Pool Num:0
Train Epoch:44 [batch_index:0/22]	Loss1:0.006486	Loss2:0.006348	Discrepancy:0.000342	Resample Pool Num:0
Train Epoch:44 [batch_index:10/22]	Loss1:0.006462	Loss2:0.006817	Discrepancy:0.000697	Resample Pool Num:1
Train Epoch:44 [batch_index:20/22]	Loss1:0.006678	Loss2:0.006948	Discrepancy:0.000468	Resample Pool Num:0
Train Epoch:45 [batch_index:0/22]	Loss1:0.004414	Loss2:0.004787	Discrepancy:0.000534	Resample Pool Num:0
Train Epoch:45 [batch_index:10/22]	Loss1:0.003529	Loss2:0.003511	Discrepancy:0.000329	Resample Pool Num:0
Train Epoch:45 [batch_index:20/22]	Loss1:0.004890	Loss2:0.004729	Discrepancy:0.000355	Resample Pool Num:0
Train Epoch:46 [batch_index:0/22]	Loss1:0.006624	Loss2:0.006175	Discrepancy:0.000728	Resample Pool Num:0
Train Epoch:46 [batch_index:10/22]	Loss1:0.004858	Loss2:0.004874	Discrepancy:0.000555	Resample Pool Num:1
Train Epoch:46 [batch_index:20/22]	Loss1:0.009705	Loss2:0.009435	Discrepancy:0.000486	Resample Pool Num:0
Train Epoch:47 [batch_index:0/22]	Loss1:0.004400	Loss2:0.004954	Discrepancy:0.000318	Resample Pool Num:0
Train Epoch:47 [batch_index:10/22]	Loss1:0.007496	Loss2:0.007554	Discrepancy:0.000560	Resample Pool Num:0
Train Epoch:47 [batch_index:20/22]	Loss1:0.005830	Loss2:0.005702	Discrepancy:0.000508	Resample Pool Num:0
Train Epoch:48 [batch_index:0/22]	Loss1:0.006386	Loss2:0.006501	Discrepancy:0.000634	Resample Pool Num:0
Train Epoch:48 [batch_index:10/22]	Loss1:0.006329	Loss2:0.004982	Discrepancy:0.000500	Resample Pool Num:1
Train Epoch:48 [batch_index:20/22]	Loss1:0.010009	Loss2:0.009312	Discrepancy:0.000253	Resample Pool Num:0
Train Epoch:49 [batch_index:0/22]	Loss1:0.006929	Loss2:0.007256	Discrepancy:0.000967	Resample Pool Num:0
Train Epoch:49 [batch_index:10/22]	Loss1:0.013501	Loss2:0.014024	Discrepancy:0.000420	Resample Pool Num:0
Train Epoch:49 [batch_index:20/22]	Loss1:0.005847	Loss2:0.004964	Discrepancy:0.000326	Resample Pool Num:0
Train Epoch:50 [batch_index:0/22]	Loss1:0.007039	Loss2:0.007777	Discrepancy:0.000595	Resample Pool Num:0
Train Epoch:50 [batch_index:10/22]	Loss1:0.007899	Loss2:0.008589	Discrepancy:0.000260	Resample Pool Num:0
Train Epoch:50 [batch_index:20/22]	Loss1:0.008849	Loss2:0.009282	Discrepancy:0.000307	Resample Pool Num:1
Train Epoch:51 [batch_index:0/22]	Loss1:0.007637	Loss2:0.007229	Discrepancy:0.000250	Resample Pool Num:1
Train Epoch:51 [batch_index:10/22]	Loss1:0.006665	Loss2:0.006028	Discrepancy:0.000217	Resample Pool Num:0
Train Epoch:51 [batch_index:20/22]	Loss1:0.005579	Loss2:0.005425	Discrepancy:0.000391	Resample Pool Num:0
Train Epoch:52 [batch_index:0/22]	Loss1:0.004148	Loss2:0.004228	Discrepancy:0.000430	Resample Pool Num:0
Train Epoch:52 [batch_index:10/22]	Loss1:0.004115	Loss2:0.004353	Discrepancy:0.000360	Resample Pool Num:0
Train Epoch:52 [batch_index:20/22]	Loss1:0.005723	Loss2:0.005656	Discrepancy:0.000367	Resample Pool Num:0
Train Epoch:53 [batch_index:0/22]	Loss1:0.013151	Loss2:0.013325	Discrepancy:0.000284	Resample Pool Num:0
Train Epoch:53 [batch_index:10/22]	Loss1:0.003447	Loss2:0.003399	Discrepancy:0.000520	Resample Pool Num:0
Train Epoch:53 [batch_index:20/22]	Loss1:0.009218	Loss2:0.009197	Discrepancy:0.000665	Resample Pool Num:0
Train Epoch:54 [batch_index:0/22]	Loss1:0.004415	Loss2:0.003890	Discrepancy:0.000347	Resample Pool Num:0
Train Epoch:54 [batch_index:10/22]	Loss1:0.005596	Loss2:0.005902	Discrepancy:0.000313	Resample Pool Num:0
Train Epoch:54 [batch_index:20/22]	Loss1:0.005027	Loss2:0.004987	Discrepancy:0.000246	Resample Pool Num:1
Train Epoch:55 [batch_index:0/22]	Loss1:0.005217	Loss2:0.004958	Discrepancy:0.000440	Resample Pool Num:1
Train Epoch:55 [batch_index:10/22]	Loss1:0.004783	Loss2:0.005043	Discrepancy:0.000294	Resample Pool Num:0
Train Epoch:55 [batch_index:20/22]	Loss1:0.006206	Loss2:0.006894	Discrepancy:0.000338	Resample Pool Num:0
Train Epoch:56 [batch_index:0/22]	Loss1:0.006285	Loss2:0.006234	Discrepancy:0.000623	Resample Pool Num:0
Train Epoch:56 [batch_index:10/22]	Loss1:0.006131	Loss2:0.006414	Discrepancy:0.000371	Resample Pool Num:0
Train Epoch:56 [batch_index:20/22]	Loss1:0.004445	Loss2:0.004867	Discrepancy:0.000258	Resample Pool Num:0
Train Epoch:57 [batch_index:0/22]	Loss1:0.008845	Loss2:0.007857	Discrepancy:0.000376	Resample Pool Num:0
Train Epoch:57 [batch_index:10/22]	Loss1:0.005556	Loss2:0.005252	Discrepancy:0.000175	Resample Pool Num:0
Train Epoch:57 [batch_index:20/22]	Loss1:0.003282	Loss2:0.003222	Discrepancy:0.000415	Resample Pool Num:0
Train Epoch:58 [batch_index:0/22]	Loss1:0.004510	Loss2:0.004000	Discrepancy:0.000347	Resample Pool Num:0
Train Epoch:58 [batch_index:10/22]	Loss1:0.007700	Loss2:0.007174	Discrepancy:0.000422	Resample Pool Num:1
Train Epoch:58 [batch_index:20/22]	Loss1:0.010649	Loss2:0.010647	Discrepancy:0.000300	Resample Pool Num:0
Train Epoch:59 [batch_index:0/22]	Loss1:0.007175	Loss2:0.006954	Discrepancy:0.000522	Resample Pool Num:0
Train Epoch:59 [batch_index:10/22]	Loss1:0.008615	Loss2:0.008241	Discrepancy:0.000455	Resample Pool Num:0
Train Epoch:59 [batch_index:20/22]	Loss1:0.004332	Loss2:0.004121	Discrepancy:0.000510	Resample Pool Num:0
Train Epoch:60 [batch_index:0/22]	Loss1:0.005054	Loss2:0.005609	Discrepancy:0.000578	Resample Pool Num:0
Train Epoch:60 [batch_index:10/22]	Loss1:0.006007	Loss2:0.005595	Discrepancy:0.000289	Resample Pool Num:1
Train Epoch:60 [batch_index:20/22]	Loss1:0.005038	Loss2:0.004987	Discrepancy:0.000361	Resample Pool Num:1
Train Epoch:61 [batch_index:0/22]	Loss1:0.005146	Loss2:0.005146	Discrepancy:0.000468	Resample Pool Num:1
Train Epoch:61 [batch_index:10/22]	Loss1:0.005799	Loss2:0.005724	Discrepancy:0.000685	Resample Pool Num:1
Train Epoch:61 [batch_index:20/22]	Loss1:0.005301	Loss2:0.005339	Discrepancy:0.000289	Resample Pool Num:1
Train Epoch:62 [batch_index:0/22]	Loss1:0.007823	Loss2:0.007835	Discrepancy:0.000264	Resample Pool Num:1
Train Epoch:62 [batch_index:10/22]	Loss1:0.003402	Loss2:0.003616	Discrepancy:0.000351	Resample Pool Num:1
Train Epoch:62 [batch_index:20/22]	Loss1:0.005638	Loss2:0.005605	Discrepancy:0.000329	Resample Pool Num:0
Train Epoch:63 [batch_index:0/22]	Loss1:0.005059	Loss2:0.004728	Discrepancy:0.000331	Resample Pool Num:0
Train Epoch:63 [batch_index:10/22]	Loss1:0.008451	Loss2:0.007435	Discrepancy:0.000275	Resample Pool Num:0
Train Epoch:63 [batch_index:20/22]	Loss1:0.006566	Loss2:0.006862	Discrepancy:0.000221	Resample Pool Num:0
Train Epoch:64 [batch_index:0/22]	Loss1:0.005096	Loss2:0.004844	Discrepancy:0.000250	Resample Pool Num:0
Train Epoch:64 [batch_index:10/22]	Loss1:0.006562	Loss2:0.006457	Discrepancy:0.000472	Resample Pool Num:0
Train Epoch:64 [batch_index:20/22]	Loss1:0.007269	Loss2:0.007796	Discrepancy:0.000293	Resample Pool Num:0
Train Epoch:65 [batch_index:0/22]	Loss1:0.004736	Loss2:0.004546	Discrepancy:0.000573	Resample Pool Num:0
Train Epoch:65 [batch_index:10/22]	Loss1:0.008359	Loss2:0.008240	Discrepancy:0.000379	Resample Pool Num:0
Train Epoch:65 [batch_index:20/22]	Loss1:0.004772	Loss2:0.004464	Discrepancy:0.000378	Resample Pool Num:1
Train Epoch:66 [batch_index:0/22]	Loss1:0.004468	Loss2:0.004567	Discrepancy:0.000530	Resample Pool Num:1
Train Epoch:66 [batch_index:10/22]	Loss1:0.004660	Loss2:0.004121	Discrepancy:0.000302	Resample Pool Num:0
Train Epoch:66 [batch_index:20/22]	Loss1:0.007303	Loss2:0.006660	Discrepancy:0.000219	Resample Pool Num:1
Train Epoch:67 [batch_index:0/22]	Loss1:0.005724	Loss2:0.005581	Discrepancy:0.000444	Resample Pool Num:1
Train Epoch:67 [batch_index:10/22]	Loss1:0.007101	Loss2:0.006609	Discrepancy:0.000294	Resample Pool Num:0
Train Epoch:67 [batch_index:20/22]	Loss1:0.011562	Loss2:0.010956	Discrepancy:0.000234	Resample Pool Num:1
Train Epoch:68 [batch_index:0/22]	Loss1:0.005923	Loss2:0.005903	Discrepancy:0.000412	Resample Pool Num:1
Train Epoch:68 [batch_index:10/22]	Loss1:0.005842	Loss2:0.006461	Discrepancy:0.000412	Resample Pool Num:0
Train Epoch:68 [batch_index:20/22]	Loss1:0.004953	Loss2:0.005129	Discrepancy:0.000326	Resample Pool Num:0
Train Epoch:69 [batch_index:0/22]	Loss1:0.005226	Loss2:0.004848	Discrepancy:0.000280	Resample Pool Num:0
Train Epoch:69 [batch_index:10/22]	Loss1:0.005050	Loss2:0.004712	Discrepancy:0.000231	Resample Pool Num:0
Train Epoch:69 [batch_index:20/22]	Loss1:0.004817	Loss2:0.004684	Discrepancy:0.000372	Resample Pool Num:0
