Namespace(all_use=True, backbone='resnet18', batch_interval=10, batch_size=36, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\office_31\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=256, lr=0.001, max_epoch=160, mixup_beta=0.5, no_cuda=False, num_classes=31, num_k=4, one_step=False, optimizer='sgd', rampup_length=60, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='W', source_loader='normal', supplementary_info='solver_fixed.py, --backbone=resnet18, use_bottleneck=True', target='A', target_loader='normal', use_abs_diff=False, weight_consistency=1.0, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0/78]	Loss1:3.283711	Loss2:3.304323	Discrepancy:0.008744	Resample Pool Num:34
Train Epoch:8 [batch_index:60/78]	Loss1:0.004792	Loss2:0.004441	Discrepancy:0.004448	Resample Pool Num:221
Train Epoch:8 [batch_index:70/78]	Loss1:0.006061	Loss2:0.006172	Discrepancy:0.004326	Resample Pool Num:215
Train Epoch:9 [batch_index:0/78]	Loss1:0.008195	Loss2:0.007869	Discrepancy:0.003591	Resample Pool Num:208
Train Epoch:9 [batch_index:10/78]	Loss1:0.008689	Loss2:0.009070	Discrepancy:0.004822	Resample Pool Num:205
Train Epoch:9 [batch_index:20/78]	Loss1:0.004496	Loss2:0.004855	Discrepancy:0.003964	Resample Pool Num:202
Train Epoch:9 [batch_index:30/78]	Loss1:0.007229	Loss2:0.006656	Discrepancy:0.005750	Resample Pool Num:200
Train Epoch:9 [batch_index:40/78]	Loss1:0.004895	Loss2:0.005738	Discrepancy:0.003787	Resample Pool Num:201
Train Epoch:9 [batch_index:50/78]	Loss1:0.012072	Loss2:0.009082	Discrepancy:0.004568	Resample Pool Num:199
Train Epoch:9 [batch_index:60/78]	Loss1:0.010793	Loss2:0.010443	Discrepancy:0.003433	Resample Pool Num:202
Train Epoch:9 [batch_index:70/78]	Loss1:0.012215	Loss2:0.012324	Discrepancy:0.003916	Resample Pool Num:196
Train Epoch:10 [batch_index:0/78]	Loss1:0.005829	Loss2:0.005733	Discrepancy:0.002978	Resample Pool Num:183
Train Epoch:10 [batch_index:10/78]	Loss1:0.005326	Loss2:0.005182	Discrepancy:0.004029	Resample Pool Num:186
Train Epoch:10 [batch_index:20/78]	Loss1:0.007433	Loss2:0.007584	Discrepancy:0.004448	Resample Pool Num:188
Train Epoch:10 [batch_index:30/78]	Loss1:0.006667	Loss2:0.006285	Discrepancy:0.005200	Resample Pool Num:184
Train Epoch:10 [batch_index:40/78]	Loss1:0.008083	Loss2:0.008456	Discrepancy:0.004041	Resample Pool Num:181
Train Epoch:10 [batch_index:50/78]	Loss1:0.005381	Loss2:0.004892	Discrepancy:0.004545	Resample Pool Num:183
Train Epoch:10 [batch_index:60/78]	Loss1:0.006496	Loss2:0.006597	Discrepancy:0.004260	Resample Pool Num:186
Train Epoch:10 [batch_index:70/78]	Loss1:0.004678	Loss2:0.005071	Discrepancy:0.004741	Resample Pool Num:188
Train Epoch:11 [batch_index:0/78]	Loss1:0.006072	Loss2:0.005772	Discrepancy:0.004601	Resample Pool Num:191
Train Epoch:11 [batch_index:10/78]	Loss1:0.004581	Loss2:0.004788	Discrepancy:0.004118	Resample Pool Num:187
Train Epoch:11 [batch_index:20/78]	Loss1:0.004253	Loss2:0.004365	Discrepancy:0.004218	Resample Pool Num:188
Train Epoch:11 [batch_index:30/78]	Loss1:0.007462	Loss2:0.006338	Discrepancy:0.004369	Resample Pool Num:195
Train Epoch:11 [batch_index:40/78]	Loss1:0.004597	Loss2:0.004582	Discrepancy:0.002811	Resample Pool Num:191
Train Epoch:11 [batch_index:50/78]	Loss1:0.005473	Loss2:0.005245	Discrepancy:0.004022	Resample Pool Num:187
Train Epoch:11 [batch_index:60/78]	Loss1:0.008748	Loss2:0.007344	Discrepancy:0.005007	Resample Pool Num:180
Train Epoch:11 [batch_index:70/78]	Loss1:0.005310	Loss2:0.005871	Discrepancy:0.003908	Resample Pool Num:174
Train Epoch:12 [batch_index:0/78]	Loss1:0.010893	Loss2:0.010699	Discrepancy:0.003012	Resample Pool Num:166
Train Epoch:12 [batch_index:10/78]	Loss1:0.007182	Loss2:0.007654	Discrepancy:0.004297	Resample Pool Num:171
Train Epoch:12 [batch_index:20/78]	Loss1:0.004134	Loss2:0.004180	Discrepancy:0.004730	Resample Pool Num:162
Train Epoch:12 [batch_index:30/78]	Loss1:0.005559	Loss2:0.005596	Discrepancy:0.004212	Resample Pool Num:162
Train Epoch:12 [batch_index:40/78]	Loss1:0.007056	Loss2:0.006365	Discrepancy:0.005461	Resample Pool Num:168
Train Epoch:12 [batch_index:50/78]	Loss1:0.007502	Loss2:0.007543	Discrepancy:0.004141	Resample Pool Num:178
Train Epoch:12 [batch_index:60/78]	Loss1:0.011543	Loss2:0.011701	Discrepancy:0.003070	Resample Pool Num:182
Train Epoch:12 [batch_index:70/78]	Loss1:0.007491	Loss2:0.006969	Discrepancy:0.003920	Resample Pool Num:181
Train Epoch:13 [batch_index:0/78]	Loss1:0.007947	Loss2:0.008501	Discrepancy:0.004220	Resample Pool Num:183
Train Epoch:13 [batch_index:10/78]	Loss1:0.006882	Loss2:0.006460	Discrepancy:0.004381	Resample Pool Num:176
Train Epoch:13 [batch_index:20/78]	Loss1:0.006109	Loss2:0.006601	Discrepancy:0.003517	Resample Pool Num:181
Train Epoch:13 [batch_index:30/78]	Loss1:0.006002	Loss2:0.005355	Discrepancy:0.004639	Resample Pool Num:169
Train Epoch:13 [batch_index:40/78]	Loss1:0.006120	Loss2:0.005466	Discrepancy:0.003194	Resample Pool Num:165
Train Epoch:13 [batch_index:50/78]	Loss1:0.005165	Loss2:0.006177	Discrepancy:0.004511	Resample Pool Num:168
Train Epoch:13 [batch_index:60/78]	Loss1:0.004194	Loss2:0.003854	Discrepancy:0.003687	Resample Pool Num:159
Train Epoch:13 [batch_index:70/78]	Loss1:0.007770	Loss2:0.007026	Discrepancy:0.003753	Resample Pool Num:156
Train Epoch:14 [batch_index:0/78]	Loss1:0.005433	Loss2:0.004596	Discrepancy:0.004055	Resample Pool Num:150
Train Epoch:14 [batch_index:10/78]	Loss1:0.007081	Loss2:0.007339	Discrepancy:0.004977	Resample Pool Num:148
Train Epoch:14 [batch_index:20/78]	Loss1:0.006134	Loss2:0.006030	Discrepancy:0.003114	Resample Pool Num:149
Train Epoch:14 [batch_index:30/78]	Loss1:0.007133	Loss2:0.006344	Discrepancy:0.003483	Resample Pool Num:147
Train Epoch:14 [batch_index:40/78]	Loss1:0.009317	Loss2:0.008731	Discrepancy:0.003602	Resample Pool Num:138
Train Epoch:14 [batch_index:50/78]	Loss1:0.005912	Loss2:0.005147	Discrepancy:0.004951	Resample Pool Num:142
Train Epoch:14 [batch_index:60/78]	Loss1:0.006914	Loss2:0.007588	Discrepancy:0.003521	Resample Pool Num:136
Train Epoch:14 [batch_index:70/78]	Loss1:0.005978	Loss2:0.006252	Discrepancy:0.004634	Resample Pool Num:136
Train Epoch:15 [batch_index:0/78]	Loss1:0.008940	Loss2:0.007678	Discrepancy:0.004183	Resample Pool Num:138
Train Epoch:15 [batch_index:10/78]	Loss1:0.006722	Loss2:0.006964	Discrepancy:0.003911	Resample Pool Num:141
Train Epoch:15 [batch_index:20/78]	Loss1:0.005609	Loss2:0.006583	Discrepancy:0.003593	Resample Pool Num:143
Train Epoch:15 [batch_index:30/78]	Loss1:0.006452	Loss2:0.005996	Discrepancy:0.003747	Resample Pool Num:134
Train Epoch:15 [batch_index:40/78]	Loss1:0.004898	Loss2:0.005168	Discrepancy:0.004013	Resample Pool Num:134
Train Epoch:15 [batch_index:50/78]	Loss1:0.005209	Loss2:0.005015	Discrepancy:0.003737	Resample Pool Num:131
Train Epoch:15 [batch_index:60/78]	Loss1:0.007035	Loss2:0.006955	Discrepancy:0.003855	Resample Pool Num:127
Train Epoch:15 [batch_index:70/78]	Loss1:0.006504	Loss2:0.006433	Discrepancy:0.005351	Resample Pool Num:129
Train Epoch:16 [batch_index:0/78]	Loss1:0.006994	Loss2:0.007622	Discrepancy:0.004316	Resample Pool Num:132
Train Epoch:16 [batch_index:10/78]	Loss1:0.010183	Loss2:0.009187	Discrepancy:0.004015	Resample Pool Num:136
Train Epoch:16 [batch_index:20/78]	Loss1:0.004830	Loss2:0.005628	Discrepancy:0.004015	Resample Pool Num:132
Train Epoch:16 [batch_index:30/78]	Loss1:0.004355	Loss2:0.004716	Discrepancy:0.003073	Resample Pool Num:138
Train Epoch:16 [batch_index:40/78]	Loss1:0.004987	Loss2:0.004707	Discrepancy:0.004043	Resample Pool Num:132
Train Epoch:16 [batch_index:50/78]	Loss1:0.006991	Loss2:0.005711	Discrepancy:0.003647	Resample Pool Num:132
Train Epoch:16 [batch_index:60/78]	Loss1:0.004825	Loss2:0.004976	Discrepancy:0.002928	Resample Pool Num:140
Train Epoch:16 [batch_index:70/78]	Loss1:0.011123	Loss2:0.010137	Discrepancy:0.003420	Resample Pool Num:137
Train Epoch:17 [batch_index:0/78]	Loss1:0.008216	Loss2:0.006889	Discrepancy:0.004278	Resample Pool Num:141
Train Epoch:17 [batch_index:10/78]	Loss1:0.006522	Loss2:0.006261	Discrepancy:0.003230	Resample Pool Num:133
Train Epoch:17 [batch_index:20/78]	Loss1:0.007431	Loss2:0.007603	Discrepancy:0.003136	Resample Pool Num:124
Train Epoch:17 [batch_index:30/78]	Loss1:0.009044	Loss2:0.009959	Discrepancy:0.002596	Resample Pool Num:113
Train Epoch:17 [batch_index:40/78]	Loss1:0.006160	Loss2:0.005604	Discrepancy:0.002867	Resample Pool Num:101
Train Epoch:17 [batch_index:50/78]	Loss1:0.004385	Loss2:0.003895	Discrepancy:0.003199	Resample Pool Num:96
Train Epoch:17 [batch_index:60/78]	Loss1:0.007257	Loss2:0.007386	Discrepancy:0.003729	Resample Pool Num:107
Train Epoch:17 [batch_index:70/78]	Loss1:0.006844	Loss2:0.007107	Discrepancy:0.002809	Resample Pool Num:107
Train Epoch:18 [batch_index:0/78]	Loss1:0.005621	Loss2:0.006098	Discrepancy:0.004651	Resample Pool Num:103
Train Epoch:18 [batch_index:10/78]	Loss1:0.004609	Loss2:0.005167	Discrepancy:0.002920	Resample Pool Num:107
Train Epoch:18 [batch_index:20/78]	Loss1:0.006210	Loss2:0.006590	Discrepancy:0.003323	Resample Pool Num:105
Train Epoch:18 [batch_index:30/78]	Loss1:0.011164	Loss2:0.010558	Discrepancy:0.003326	Resample Pool Num:106
Train Epoch:18 [batch_index:40/78]	Loss1:0.008502	Loss2:0.009177	Discrepancy:0.002845	Resample Pool Num:112
Train Epoch:18 [batch_index:50/78]	Loss1:0.009987	Loss2:0.010542	Discrepancy:0.003677	Resample Pool Num:112
Train Epoch:18 [batch_index:60/78]	Loss1:0.008576	Loss2:0.007013	Discrepancy:0.003029	Resample Pool Num:119
Train Epoch:18 [batch_index:70/78]	Loss1:0.007381	Loss2:0.007062	Discrepancy:0.003392	Resample Pool Num:118
Train Epoch:19 [batch_index:0/78]	Loss1:0.006320	Loss2:0.005447	Discrepancy:0.003575	Resample Pool Num:117
Train Epoch:19 [batch_index:10/78]	Loss1:0.008773	Loss2:0.008755	Discrepancy:0.003607	Resample Pool Num:118
Train Epoch:19 [batch_index:20/78]	Loss1:0.004421	Loss2:0.004734	Discrepancy:0.004464	Resample Pool Num:124
Train Epoch:19 [batch_index:30/78]	Loss1:0.004100	Loss2:0.003914	Discrepancy:0.003658	Resample Pool Num:127
Train Epoch:19 [batch_index:40/78]	Loss1:0.006266	Loss2:0.007035	Discrepancy:0.003474	Resample Pool Num:126
Train Epoch:19 [batch_index:50/78]	Loss1:0.007076	Loss2:0.007057	Discrepancy:0.002302	Resample Pool Num:125
Train Epoch:19 [batch_index:60/78]	Loss1:0.010497	Loss2:0.010107	Discrepancy:0.002776	Resample Pool Num:127
Train Epoch:19 [batch_index:70/78]	Loss1:0.006853	Loss2:0.007537	Discrepancy:0.003666	Resample Pool Num:127
Train Epoch:20 [batch_index:0/78]	Loss1:0.005163	Loss2:0.004769	Discrepancy:0.003614	Resample Pool Num:126
Train Epoch:20 [batch_index:10/78]	Loss1:0.004227	Loss2:0.004499	Discrepancy:0.002787	Resample Pool Num:119
Train Epoch:20 [batch_index:20/78]	Loss1:0.009432	Loss2:0.011288	Discrepancy:0.003629	Resample Pool Num:116
Train Epoch:20 [batch_index:30/78]	Loss1:0.009819	Loss2:0.007998	Discrepancy:0.003090	Resample Pool Num:122
Train Epoch:20 [batch_index:40/78]	Loss1:0.006167	Loss2:0.006212	Discrepancy:0.003564	Resample Pool Num:111
Train Epoch:20 [batch_index:50/78]	Loss1:0.006197	Loss2:0.007209	Discrepancy:0.003093	Resample Pool Num:111
Train Epoch:20 [batch_index:60/78]	Loss1:0.005504	Loss2:0.005956	Discrepancy:0.002967	Resample Pool Num:112
Train Epoch:20 [batch_index:70/78]	Loss1:0.006740	Loss2:0.006201	Discrepancy:0.003083	Resample Pool Num:104
Train Epoch:21 [batch_index:0/78]	Loss1:0.004318	Loss2:0.004531	Discrepancy:0.002885	Resample Pool Num:108
Train Epoch:21 [batch_index:10/78]	Loss1:0.009974	Loss2:0.009136	Discrepancy:0.004626	Resample Pool Num:111
Train Epoch:21 [batch_index:20/78]	Loss1:0.007744	Loss2:0.007279	Discrepancy:0.003051	Resample Pool Num:104
Train Epoch:21 [batch_index:30/78]	Loss1:0.005779	Loss2:0.005941	Discrepancy:0.003852	Resample Pool Num:104
Train Epoch:21 [batch_index:40/78]	Loss1:0.005595	Loss2:0.005828	Discrepancy:0.003207	Resample Pool Num:105
Train Epoch:21 [batch_index:50/78]	Loss1:0.013146	Loss2:0.011912	Discrepancy:0.003117	Resample Pool Num:107
Train Epoch:21 [batch_index:60/78]	Loss1:0.007816	Loss2:0.008673	Discrepancy:0.002993	Resample Pool Num:108
Train Epoch:21 [batch_index:70/78]	Loss1:0.007479	Loss2:0.006361	Discrepancy:0.003067	Resample Pool Num:103
Train Epoch:22 [batch_index:0/78]	Loss1:0.006100	Loss2:0.006784	Discrepancy:0.004086	Resample Pool Num:93
Train Epoch:22 [batch_index:10/78]	Loss1:0.007068	Loss2:0.007635	Discrepancy:0.002887	Resample Pool Num:98
Train Epoch:22 [batch_index:20/78]	Loss1:0.006466	Loss2:0.007127	Discrepancy:0.002331	Resample Pool Num:101
Train Epoch:22 [batch_index:30/78]	Loss1:0.004913	Loss2:0.004704	Discrepancy:0.002874	Resample Pool Num:110
Train Epoch:22 [batch_index:40/78]	Loss1:0.007781	Loss2:0.007099	Discrepancy:0.002695	Resample Pool Num:118
Train Epoch:22 [batch_index:50/78]	Loss1:0.005587	Loss2:0.004777	Discrepancy:0.003048	Resample Pool Num:117
Train Epoch:22 [batch_index:60/78]	Loss1:0.006513	Loss2:0.006606	Discrepancy:0.003178	Resample Pool Num:119
Train Epoch:22 [batch_index:70/78]	Loss1:0.021390	Loss2:0.021167	Discrepancy:0.002802	Resample Pool Num:114
Train Epoch:23 [batch_index:0/78]	Loss1:0.008215	Loss2:0.007366	Discrepancy:0.002578	Resample Pool Num:117
Train Epoch:23 [batch_index:10/78]	Loss1:0.006044	Loss2:0.006503	Discrepancy:0.002975	Resample Pool Num:110
Train Epoch:23 [batch_index:20/78]	Loss1:0.005661	Loss2:0.005503	Discrepancy:0.003380	Resample Pool Num:102
Train Epoch:23 [batch_index:30/78]	Loss1:0.005701	Loss2:0.005673	Discrepancy:0.003189	Resample Pool Num:106
Train Epoch:23 [batch_index:40/78]	Loss1:0.006040	Loss2:0.005654	Discrepancy:0.002291	Resample Pool Num:105
Train Epoch:23 [batch_index:50/78]	Loss1:0.006481	Loss2:0.006683	Discrepancy:0.003776	Resample Pool Num:101
Train Epoch:23 [batch_index:60/78]	Loss1:0.005505	Loss2:0.005657	Discrepancy:0.002855	Resample Pool Num:103
Train Epoch:23 [batch_index:70/78]	Loss1:0.007314	Loss2:0.007361	Discrepancy:0.002510	Resample Pool Num:97
Train Epoch:24 [batch_index:0/78]	Loss1:0.004520	Loss2:0.004863	Discrepancy:0.003698	Resample Pool Num:99
Train Epoch:24 [batch_index:10/78]	Loss1:0.005508	Loss2:0.006185	Discrepancy:0.002391	Resample Pool Num:95
Train Epoch:24 [batch_index:20/78]	Loss1:0.005483	Loss2:0.005157	Discrepancy:0.002115	Resample Pool Num:90
Train Epoch:24 [batch_index:30/78]	Loss1:0.007377	Loss2:0.008661	Discrepancy:0.003148	Resample Pool Num:87
Train Epoch:24 [batch_index:40/78]	Loss1:0.007056	Loss2:0.007692	Discrepancy:0.002674	Resample Pool Num:92
Train Epoch:24 [batch_index:50/78]	Loss1:0.010726	Loss2:0.008930	Discrepancy:0.003428	Resample Pool Num:90
Train Epoch:24 [batch_index:60/78]	Loss1:0.004302	Loss2:0.004574	Discrepancy:0.002839	Resample Pool Num:89
Train Epoch:24 [batch_index:70/78]	Loss1:0.007733	Loss2:0.007944	Discrepancy:0.002357	Resample Pool Num:88
Train Epoch:25 [batch_index:0/78]	Loss1:0.009538	Loss2:0.007973	Discrepancy:0.003654	Resample Pool Num:98
Train Epoch:25 [batch_index:10/78]	Loss1:0.008773	Loss2:0.008101	Discrepancy:0.002388	Resample Pool Num:106
Train Epoch:25 [batch_index:20/78]	Loss1:0.008175	Loss2:0.008423	Discrepancy:0.002912	Resample Pool Num:106
Train Epoch:25 [batch_index:30/78]	Loss1:0.006809	Loss2:0.008249	Discrepancy:0.002697	Resample Pool Num:102
Train Epoch:25 [batch_index:40/78]	Loss1:0.015018	Loss2:0.012804	Discrepancy:0.003037	Resample Pool Num:100
Train Epoch:25 [batch_index:50/78]	Loss1:0.007627	Loss2:0.007607	Discrepancy:0.002977	Resample Pool Num:101
Train Epoch:25 [batch_index:60/78]	Loss1:0.005064	Loss2:0.006830	Discrepancy:0.003161	Resample Pool Num:106
Train Epoch:25 [batch_index:70/78]	Loss1:0.004090	Loss2:0.004241	Discrepancy:0.002443	Resample Pool Num:106
Train Epoch:26 [batch_index:0/78]	Loss1:0.004370	Loss2:0.004409	Discrepancy:0.003002	Resample Pool Num:109
Train Epoch:26 [batch_index:10/78]	Loss1:0.005194	Loss2:0.005035	Discrepancy:0.002373	Resample Pool Num:108
