Namespace(all_use=True, backbone='resnet18', batch_interval=10, batch_size=36, checkpoint='checkpoint', checkpoint_dir='exp_record/MCD_REPRODUCTION\\office_31\\checkpoint', cuda=True, ensemble_alpha=0.8, eval_only=False, grl_coefficient_upper=1.0, image_size=256, lr=0.001, max_epoch=160, mixup_beta=0.5, no_cuda=False, num_classes=31, num_k=4, one_step=False, optimizer='sgd', rampup_length=60, resume_epoch=0, save_epoch_interval=20, save_model=True, seed=1, source='D', source_loader='normal', supplementary_info='solver_fixed.py, --backbone=resnet18, use_bottleneck=True', target='A', target_loader='normal', use_abs_diff=False, weight_consistency=1.0, weight_consistency_upper=1.0, weight_discrepancy_upper=1.0)
Train Epoch:0 [batch_index:0/78]	Loss1:3.354255	Loss2:3.384393	Discrepancy:0.008528	Resample Pool Num:35
Train Epoch:6 [batch_index:60/78]	Loss1:0.008983	Loss2:0.008354	Discrepancy:0.005043	Resample Pool Num:246
Train Epoch:6 [batch_index:70/78]	Loss1:0.005824	Loss2:0.005612	Discrepancy:0.004614	Resample Pool Num:235
Train Epoch:7 [batch_index:0/78]	Loss1:0.007036	Loss2:0.007736	Discrepancy:0.004616	Resample Pool Num:239
Train Epoch:7 [batch_index:10/78]	Loss1:0.007770	Loss2:0.007306	Discrepancy:0.004694	Resample Pool Num:242
Train Epoch:7 [batch_index:20/78]	Loss1:0.006121	Loss2:0.006355	Discrepancy:0.004799	Resample Pool Num:238
Train Epoch:7 [batch_index:30/78]	Loss1:0.004611	Loss2:0.004845	Discrepancy:0.004475	Resample Pool Num:231
Train Epoch:7 [batch_index:40/78]	Loss1:0.007923	Loss2:0.007449	Discrepancy:0.004987	Resample Pool Num:235
Train Epoch:7 [batch_index:50/78]	Loss1:0.006253	Loss2:0.005802	Discrepancy:0.004837	Resample Pool Num:236
Train Epoch:7 [batch_index:60/78]	Loss1:0.004672	Loss2:0.004611	Discrepancy:0.005670	Resample Pool Num:232
Train Epoch:7 [batch_index:70/78]	Loss1:0.007753	Loss2:0.008550	Discrepancy:0.005280	Resample Pool Num:224
Train Epoch:8 [batch_index:0/78]	Loss1:0.007016	Loss2:0.007986	Discrepancy:0.003227	Resample Pool Num:214
Train Epoch:8 [batch_index:10/78]	Loss1:0.007631	Loss2:0.007909	Discrepancy:0.004471	Resample Pool Num:203
Train Epoch:8 [batch_index:20/78]	Loss1:0.005358	Loss2:0.005526	Discrepancy:0.004612	Resample Pool Num:202
Train Epoch:8 [batch_index:30/78]	Loss1:0.006895	Loss2:0.006486	Discrepancy:0.005011	Resample Pool Num:212
Train Epoch:8 [batch_index:40/78]	Loss1:0.005676	Loss2:0.005935	Discrepancy:0.006169	Resample Pool Num:199
Train Epoch:8 [batch_index:50/78]	Loss1:0.006913	Loss2:0.007765	Discrepancy:0.005083	Resample Pool Num:198
Train Epoch:8 [batch_index:60/78]	Loss1:0.009186	Loss2:0.009538	Discrepancy:0.004932	Resample Pool Num:200
Train Epoch:8 [batch_index:70/78]	Loss1:0.005301	Loss2:0.005505	Discrepancy:0.004245	Resample Pool Num:195
Train Epoch:9 [batch_index:0/78]	Loss1:0.005099	Loss2:0.004922	Discrepancy:0.005006	Resample Pool Num:188
Train Epoch:9 [batch_index:10/78]	Loss1:0.005579	Loss2:0.005933	Discrepancy:0.005613	Resample Pool Num:198
Train Epoch:9 [batch_index:20/78]	Loss1:0.006093	Loss2:0.005525	Discrepancy:0.005245	Resample Pool Num:192
Train Epoch:9 [batch_index:30/78]	Loss1:0.005313	Loss2:0.005690	Discrepancy:0.003927	Resample Pool Num:196
Train Epoch:9 [batch_index:40/78]	Loss1:0.006280	Loss2:0.005926	Discrepancy:0.005860	Resample Pool Num:209
Train Epoch:9 [batch_index:50/78]	Loss1:0.006610	Loss2:0.007992	Discrepancy:0.004507	Resample Pool Num:209
Train Epoch:9 [batch_index:60/78]	Loss1:0.008262	Loss2:0.007836	Discrepancy:0.004765	Resample Pool Num:193
Train Epoch:9 [batch_index:70/78]	Loss1:0.009879	Loss2:0.010086	Discrepancy:0.004300	Resample Pool Num:195
Train Epoch:10 [batch_index:0/78]	Loss1:0.008725	Loss2:0.008040	Discrepancy:0.004994	Resample Pool Num:190
Train Epoch:10 [batch_index:10/78]	Loss1:0.006070	Loss2:0.006672	Discrepancy:0.004561	Resample Pool Num:185
Train Epoch:10 [batch_index:20/78]	Loss1:0.005970	Loss2:0.006267	Discrepancy:0.004985	Resample Pool Num:174
Train Epoch:10 [batch_index:30/78]	Loss1:0.004751	Loss2:0.004900	Discrepancy:0.005749	Resample Pool Num:171
Train Epoch:10 [batch_index:40/78]	Loss1:0.009860	Loss2:0.010742	Discrepancy:0.004804	Resample Pool Num:176
Train Epoch:10 [batch_index:50/78]	Loss1:0.009508	Loss2:0.009135	Discrepancy:0.004103	Resample Pool Num:177
Train Epoch:10 [batch_index:60/78]	Loss1:0.005601	Loss2:0.005099	Discrepancy:0.004393	Resample Pool Num:187
Train Epoch:10 [batch_index:70/78]	Loss1:0.004875	Loss2:0.005302	Discrepancy:0.004551	Resample Pool Num:191
Train Epoch:11 [batch_index:0/78]	Loss1:0.004540	Loss2:0.004165	Discrepancy:0.004862	Resample Pool Num:187
Train Epoch:11 [batch_index:10/78]	Loss1:0.005096	Loss2:0.005380	Discrepancy:0.003232	Resample Pool Num:177
Train Epoch:11 [batch_index:20/78]	Loss1:0.007379	Loss2:0.009359	Discrepancy:0.004453	Resample Pool Num:176
Train Epoch:11 [batch_index:30/78]	Loss1:0.004755	Loss2:0.004970	Discrepancy:0.003125	Resample Pool Num:179
Train Epoch:11 [batch_index:40/78]	Loss1:0.006505	Loss2:0.006082	Discrepancy:0.004951	Resample Pool Num:183
Train Epoch:11 [batch_index:50/78]	Loss1:0.007997	Loss2:0.008782	Discrepancy:0.003772	Resample Pool Num:188
Train Epoch:11 [batch_index:60/78]	Loss1:0.010387	Loss2:0.008362	Discrepancy:0.004431	Resample Pool Num:188
Train Epoch:11 [batch_index:70/78]	Loss1:0.005153	Loss2:0.005104	Discrepancy:0.003062	Resample Pool Num:186
Train Epoch:12 [batch_index:0/78]	Loss1:0.007964	Loss2:0.007938	Discrepancy:0.004076	Resample Pool Num:180
Train Epoch:12 [batch_index:10/78]	Loss1:0.004729	Loss2:0.005000	Discrepancy:0.004139	Resample Pool Num:176
Train Epoch:12 [batch_index:20/78]	Loss1:0.005946	Loss2:0.006136	Discrepancy:0.004630	Resample Pool Num:169
Train Epoch:12 [batch_index:30/78]	Loss1:0.004563	Loss2:0.005276	Discrepancy:0.004575	Resample Pool Num:172
Train Epoch:12 [batch_index:40/78]	Loss1:0.006795	Loss2:0.006514	Discrepancy:0.004531	Resample Pool Num:172
Train Epoch:12 [batch_index:50/78]	Loss1:0.005487	Loss2:0.004872	Discrepancy:0.003475	Resample Pool Num:163
Train Epoch:12 [batch_index:60/78]	Loss1:0.005786	Loss2:0.005253	Discrepancy:0.003099	Resample Pool Num:163
Train Epoch:12 [batch_index:70/78]	Loss1:0.003718	Loss2:0.003799	Discrepancy:0.004073	Resample Pool Num:166
Train Epoch:13 [batch_index:0/78]	Loss1:0.012760	Loss2:0.012762	Discrepancy:0.003751	Resample Pool Num:162
Train Epoch:13 [batch_index:10/78]	Loss1:0.004874	Loss2:0.004388	Discrepancy:0.003221	Resample Pool Num:154
Train Epoch:13 [batch_index:20/78]	Loss1:0.007924	Loss2:0.008478	Discrepancy:0.003568	Resample Pool Num:151
Train Epoch:13 [batch_index:30/78]	Loss1:0.008892	Loss2:0.008216	Discrepancy:0.004682	Resample Pool Num:156
Train Epoch:13 [batch_index:40/78]	Loss1:0.006393	Loss2:0.005993	Discrepancy:0.003553	Resample Pool Num:161
Train Epoch:13 [batch_index:50/78]	Loss1:0.005985	Loss2:0.005766	Discrepancy:0.003538	Resample Pool Num:157
Train Epoch:13 [batch_index:60/78]	Loss1:0.007500	Loss2:0.008374	Discrepancy:0.003736	Resample Pool Num:153
Train Epoch:13 [batch_index:70/78]	Loss1:0.006005	Loss2:0.005931	Discrepancy:0.003782	Resample Pool Num:156
Train Epoch:14 [batch_index:0/78]	Loss1:0.004794	Loss2:0.004618	Discrepancy:0.003594	Resample Pool Num:155
Train Epoch:14 [batch_index:10/78]	Loss1:0.006315	Loss2:0.007083	Discrepancy:0.003707	Resample Pool Num:157
Train Epoch:14 [batch_index:20/78]	Loss1:0.008235	Loss2:0.007543	Discrepancy:0.004312	Resample Pool Num:160
Train Epoch:14 [batch_index:30/78]	Loss1:0.012309	Loss2:0.013404	Discrepancy:0.004051	Resample Pool Num:155
Train Epoch:14 [batch_index:40/78]	Loss1:0.008479	Loss2:0.008653	Discrepancy:0.003534	Resample Pool Num:157
Train Epoch:14 [batch_index:50/78]	Loss1:0.007729	Loss2:0.007842	Discrepancy:0.003468	Resample Pool Num:141
Train Epoch:14 [batch_index:60/78]	Loss1:0.005303	Loss2:0.006139	Discrepancy:0.004294	Resample Pool Num:139
Train Epoch:14 [batch_index:70/78]	Loss1:0.005190	Loss2:0.005838	Discrepancy:0.003543	Resample Pool Num:142
Train Epoch:15 [batch_index:0/78]	Loss1:0.004511	Loss2:0.004207	Discrepancy:0.002755	Resample Pool Num:139
Train Epoch:15 [batch_index:10/78]	Loss1:0.006883	Loss2:0.006641	Discrepancy:0.003260	Resample Pool Num:152
Train Epoch:15 [batch_index:20/78]	Loss1:0.006129	Loss2:0.006058	Discrepancy:0.003929	Resample Pool Num:146
Train Epoch:15 [batch_index:30/78]	Loss1:0.017227	Loss2:0.016853	Discrepancy:0.002932	Resample Pool Num:148
Train Epoch:15 [batch_index:40/78]	Loss1:0.008818	Loss2:0.009944	Discrepancy:0.003592	Resample Pool Num:139
Train Epoch:15 [batch_index:50/78]	Loss1:0.004917	Loss2:0.005322	Discrepancy:0.002840	Resample Pool Num:139
Train Epoch:15 [batch_index:60/78]	Loss1:0.004527	Loss2:0.004444	Discrepancy:0.003856	Resample Pool Num:148
Train Epoch:15 [batch_index:70/78]	Loss1:0.004423	Loss2:0.004518	Discrepancy:0.003402	Resample Pool Num:145
Train Epoch:16 [batch_index:0/78]	Loss1:0.009118	Loss2:0.011312	Discrepancy:0.003384	Resample Pool Num:141
Train Epoch:16 [batch_index:10/78]	Loss1:0.005082	Loss2:0.005598	Discrepancy:0.003629	Resample Pool Num:143
Train Epoch:16 [batch_index:20/78]	Loss1:0.005124	Loss2:0.004700	Discrepancy:0.003067	Resample Pool Num:142
Train Epoch:16 [batch_index:30/78]	Loss1:0.004442	Loss2:0.004215	Discrepancy:0.003412	Resample Pool Num:141
Train Epoch:16 [batch_index:40/78]	Loss1:0.005767	Loss2:0.005653	Discrepancy:0.004263	Resample Pool Num:138
Train Epoch:16 [batch_index:50/78]	Loss1:0.006227	Loss2:0.006668	Discrepancy:0.004165	Resample Pool Num:133
Train Epoch:16 [batch_index:60/78]	Loss1:0.004789	Loss2:0.005123	Discrepancy:0.003491	Resample Pool Num:122
Train Epoch:16 [batch_index:70/78]	Loss1:0.010431	Loss2:0.009183	Discrepancy:0.003345	Resample Pool Num:130
Train Epoch:17 [batch_index:0/78]	Loss1:0.010755	Loss2:0.011154	Discrepancy:0.003856	Resample Pool Num:134
Train Epoch:17 [batch_index:10/78]	Loss1:0.003781	Loss2:0.004105	Discrepancy:0.003210	Resample Pool Num:132
Train Epoch:17 [batch_index:20/78]	Loss1:0.006366	Loss2:0.008556	Discrepancy:0.002962	Resample Pool Num:126
Train Epoch:17 [batch_index:30/78]	Loss1:0.006503	Loss2:0.006129	Discrepancy:0.003125	Resample Pool Num:128
Train Epoch:17 [batch_index:40/78]	Loss1:0.004562	Loss2:0.004486	Discrepancy:0.003610	Resample Pool Num:127
Train Epoch:17 [batch_index:50/78]	Loss1:0.006487	Loss2:0.006465	Discrepancy:0.003221	Resample Pool Num:127
Train Epoch:17 [batch_index:60/78]	Loss1:0.004422	Loss2:0.004630	Discrepancy:0.003358	Resample Pool Num:133
Train Epoch:17 [batch_index:70/78]	Loss1:0.006366	Loss2:0.006519	Discrepancy:0.003663	Resample Pool Num:111
Train Epoch:18 [batch_index:0/78]	Loss1:0.011049	Loss2:0.010213	Discrepancy:0.003330	Resample Pool Num:110
Train Epoch:18 [batch_index:10/78]	Loss1:0.006789	Loss2:0.006161	Discrepancy:0.003163	Resample Pool Num:112
Train Epoch:18 [batch_index:20/78]	Loss1:0.005168	Loss2:0.004673	Discrepancy:0.004064	Resample Pool Num:112
Train Epoch:18 [batch_index:30/78]	Loss1:0.009408	Loss2:0.008936	Discrepancy:0.003260	Resample Pool Num:117
Train Epoch:18 [batch_index:40/78]	Loss1:0.004590	Loss2:0.004561	Discrepancy:0.003812	Resample Pool Num:120
Train Epoch:18 [batch_index:50/78]	Loss1:0.006055	Loss2:0.005451	Discrepancy:0.002480	Resample Pool Num:120
Train Epoch:18 [batch_index:60/78]	Loss1:0.005124	Loss2:0.005276	Discrepancy:0.003275	Resample Pool Num:125
Train Epoch:18 [batch_index:70/78]	Loss1:0.006926	Loss2:0.007570	Discrepancy:0.003705	Resample Pool Num:129
Train Epoch:19 [batch_index:0/78]	Loss1:0.006704	Loss2:0.006080	Discrepancy:0.003888	Resample Pool Num:120
Train Epoch:19 [batch_index:10/78]	Loss1:0.007463	Loss2:0.008369	Discrepancy:0.003186	Resample Pool Num:128
Train Epoch:19 [batch_index:20/78]	Loss1:0.006034	Loss2:0.005186	Discrepancy:0.002481	Resample Pool Num:124
Train Epoch:19 [batch_index:30/78]	Loss1:0.005131	Loss2:0.004881	Discrepancy:0.003760	Resample Pool Num:124
Train Epoch:19 [batch_index:40/78]	Loss1:0.009356	Loss2:0.010516	Discrepancy:0.002697	Resample Pool Num:125
Train Epoch:19 [batch_index:50/78]	Loss1:0.007267	Loss2:0.007916	Discrepancy:0.004365	Resample Pool Num:131
Train Epoch:19 [batch_index:60/78]	Loss1:0.004885	Loss2:0.005127	Discrepancy:0.003885	Resample Pool Num:128
Train Epoch:19 [batch_index:70/78]	Loss1:0.005882	Loss2:0.006488	Discrepancy:0.003443	Resample Pool Num:123
Train Epoch:20 [batch_index:0/78]	Loss1:0.005780	Loss2:0.005712	Discrepancy:0.003660	Resample Pool Num:123
Train Epoch:20 [batch_index:10/78]	Loss1:0.005455	Loss2:0.005670	Discrepancy:0.002683	Resample Pool Num:116
Train Epoch:20 [batch_index:20/78]	Loss1:0.005065	Loss2:0.004553	Discrepancy:0.002909	Resample Pool Num:106
Train Epoch:20 [batch_index:30/78]	Loss1:0.006240	Loss2:0.006179	Discrepancy:0.003692	Resample Pool Num:104
Train Epoch:20 [batch_index:40/78]	Loss1:0.005700	Loss2:0.005066	Discrepancy:0.003110	Resample Pool Num:101
Train Epoch:20 [batch_index:50/78]	Loss1:0.004631	Loss2:0.004163	Discrepancy:0.003233	Resample Pool Num:98
Train Epoch:20 [batch_index:60/78]	Loss1:0.006981	Loss2:0.006451	Discrepancy:0.003277	Resample Pool Num:95
Train Epoch:20 [batch_index:70/78]	Loss1:0.008321	Loss2:0.007408	Discrepancy:0.003135	Resample Pool Num:98
Train Epoch:21 [batch_index:0/78]	Loss1:0.008428	Loss2:0.008066	Discrepancy:0.003971	Resample Pool Num:96
Train Epoch:21 [batch_index:10/78]	Loss1:0.007480	Loss2:0.006890	Discrepancy:0.002756	Resample Pool Num:104
Train Epoch:21 [batch_index:20/78]	Loss1:0.008863	Loss2:0.008685	Discrepancy:0.003331	Resample Pool Num:100
Train Epoch:21 [batch_index:30/78]	Loss1:0.009320	Loss2:0.009947	Discrepancy:0.004047	Resample Pool Num:101
Train Epoch:21 [batch_index:40/78]	Loss1:0.006168	Loss2:0.005584	Discrepancy:0.004428	Resample Pool Num:107
Train Epoch:21 [batch_index:50/78]	Loss1:0.006711	Loss2:0.006445	Discrepancy:0.002441	Resample Pool Num:111
Train Epoch:21 [batch_index:60/78]	Loss1:0.004418	Loss2:0.004472	Discrepancy:0.003037	Resample Pool Num:101
Train Epoch:21 [batch_index:70/78]	Loss1:0.005053	Loss2:0.005028	Discrepancy:0.003319	Resample Pool Num:105
Train Epoch:22 [batch_index:0/78]	Loss1:0.006085	Loss2:0.006188	Discrepancy:0.003100	Resample Pool Num:103
Train Epoch:22 [batch_index:10/78]	Loss1:0.008836	Loss2:0.009646	Discrepancy:0.002623	Resample Pool Num:106
Train Epoch:22 [batch_index:20/78]	Loss1:0.003599	Loss2:0.003417	Discrepancy:0.004215	Resample Pool Num:112
Train Epoch:22 [batch_index:30/78]	Loss1:0.005575	Loss2:0.006130	Discrepancy:0.003279	Resample Pool Num:110
Train Epoch:22 [batch_index:40/78]	Loss1:0.006114	Loss2:0.006484	Discrepancy:0.005008	Resample Pool Num:116
Train Epoch:22 [batch_index:50/78]	Loss1:0.007841	Loss2:0.008547	Discrepancy:0.002728	Resample Pool Num:114
Train Epoch:22 [batch_index:60/78]	Loss1:0.006891	Loss2:0.006661	Discrepancy:0.003184	Resample Pool Num:120
Train Epoch:22 [batch_index:70/78]	Loss1:0.007102	Loss2:0.007272	Discrepancy:0.003029	Resample Pool Num:120
Train Epoch:23 [batch_index:0/78]	Loss1:0.004529	Loss2:0.004645	Discrepancy:0.002687	Resample Pool Num:113
Train Epoch:23 [batch_index:10/78]	Loss1:0.005591	Loss2:0.005088	Discrepancy:0.002762	Resample Pool Num:106
Train Epoch:23 [batch_index:20/78]	Loss1:0.005370	Loss2:0.005395	Discrepancy:0.003146	Resample Pool Num:112
Train Epoch:23 [batch_index:30/78]	Loss1:0.007464	Loss2:0.008036	Discrepancy:0.003802	Resample Pool Num:108
Train Epoch:23 [batch_index:40/78]	Loss1:0.007026	Loss2:0.007393	Discrepancy:0.003633	Resample Pool Num:104
Train Epoch:23 [batch_index:50/78]	Loss1:0.004570	Loss2:0.004559	Discrepancy:0.003082	Resample Pool Num:104
Train Epoch:23 [batch_index:60/78]	Loss1:0.010707	Loss2:0.008887	Discrepancy:0.002669	Resample Pool Num:101
Train Epoch:23 [batch_index:70/78]	Loss1:0.003563	Loss2:0.003620	Discrepancy:0.003510	Resample Pool Num:94
Train Epoch:24 [batch_index:0/78]	Loss1:0.005969	Loss2:0.005672	Discrepancy:0.003373	Resample Pool Num:93
Train Epoch:24 [batch_index:10/78]	Loss1:0.006403	Loss2:0.006070	Discrepancy:0.003620	Resample Pool Num:99
Train Epoch:24 [batch_index:20/78]	Loss1:0.003836	Loss2:0.004060	Discrepancy:0.002659	Resample Pool Num:98
Train Epoch:24 [batch_index:30/78]	Loss1:0.006248	Loss2:0.005900	Discrepancy:0.003912	Resample Pool Num:96
Train Epoch:24 [batch_index:40/78]	Loss1:0.006268	Loss2:0.006447	Discrepancy:0.003557	Resample Pool Num:100
Train Epoch:24 [batch_index:50/78]	Loss1:0.006134	Loss2:0.005798	Discrepancy:0.003483	Resample Pool Num:90
Train Epoch:24 [batch_index:60/78]	Loss1:0.005846	Loss2:0.005427	Discrepancy:0.003601	Resample Pool Num:90
Train Epoch:24 [batch_index:70/78]	Loss1:0.004864	Loss2:0.004844	Discrepancy:0.003074	Resample Pool Num:88
Train Epoch:25 [batch_index:0/78]	Loss1:0.005138	Loss2:0.005228	Discrepancy:0.002694	Resample Pool Num:91
Train Epoch:25 [batch_index:10/78]	Loss1:0.008591	Loss2:0.007863	Discrepancy:0.002822	Resample Pool Num:97
Train Epoch:25 [batch_index:20/78]	Loss1:0.004660	Loss2:0.004566	Discrepancy:0.002576	Resample Pool Num:99
Train Epoch:25 [batch_index:30/78]	Loss1:0.007448	Loss2:0.008052	Discrepancy:0.004097	Resample Pool Num:99
Train Epoch:25 [batch_index:40/78]	Loss1:0.008511	Loss2:0.007085	Discrepancy:0.003480	Resample Pool Num:100
Train Epoch:25 [batch_index:50/78]	Loss1:0.005541	Loss2:0.005738	Discrepancy:0.002818	Resample Pool Num:101
Train Epoch:25 [batch_index:60/78]	Loss1:0.005955	Loss2:0.005919	Discrepancy:0.003844	Resample Pool Num:107
Train Epoch:25 [batch_index:70/78]	Loss1:0.007343	Loss2:0.007504	Discrepancy:0.003409	Resample Pool Num:106
Train Epoch:26 [batch_index:0/78]	Loss1:0.005322	Loss2:0.005238	Discrepancy:0.002651	Resample Pool Num:107
Train Epoch:26 [batch_index:10/78]	Loss1:0.008718	Loss2:0.007688	Discrepancy:0.002694	Resample Pool Num:108
